"administrative_level_2","administrative_level_3","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Marijampolės apskr.","Vilkaviškio r.",2021-03-18,NA,NA,NA,NA,-30,3
"Marijampolės apskr.","Vilkaviškio r.",2021-03-19,12,NA,NA,NA,-27,3
"Marijampolės apskr.","Vilkaviškio r.",2021-03-20,29,NA,NA,NA,1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-03-21,NA,NA,NA,NA,-9,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-03-22,NA,NA,NA,NA,-27,3
"Marijampolės apskr.","Vilkaviškio r.",2021-03-23,NA,NA,NA,NA,-29,2
"Marijampolės apskr.","Vilkaviškio r.",2021-03-24,6,NA,NA,NA,-29,2
"Marijampolės apskr.","Vilkaviškio r.",2021-03-25,NA,NA,NA,NA,-27,2
"Marijampolės apskr.","Vilkaviškio r.",2021-03-26,24,NA,NA,NA,-26,-1
"Marijampolės apskr.","Vilkaviškio r.",2021-03-27,23,NA,NA,NA,4,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-03-28,NA,NA,NA,NA,-2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-03-29,NA,NA,NA,NA,-32,2
"Marijampolės apskr.","Vilkaviškio r.",2021-03-30,NA,NA,NA,NA,-33,3
"Marijampolės apskr.","Vilkaviškio r.",2021-03-31,14,NA,NA,NA,-29,-1
"Marijampolės apskr.","Vilkaviškio r.",2021-04-01,NA,NA,NA,NA,-33,2
"Marijampolės apskr.","Vilkaviškio r.",2021-04-02,22,NA,NA,NA,-31,2
"Marijampolės apskr.","Vilkaviškio r.",2021-04-03,28,NA,NA,NA,-8,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-04,NA,NA,NA,NA,-17,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-05,NA,NA,NA,-35,-80,17
"Marijampolės apskr.","Vilkaviškio r.",2021-04-06,NA,NA,NA,NA,-33,3
"Marijampolės apskr.","Vilkaviškio r.",2021-04-07,7,NA,NA,NA,-31,1
"Marijampolės apskr.","Vilkaviškio r.",2021-04-08,NA,NA,NA,NA,-30,2
"Marijampolės apskr.","Vilkaviškio r.",2021-04-09,18,NA,NA,NA,-30,1
"Marijampolės apskr.","Vilkaviškio r.",2021-04-10,34,NA,NA,NA,-1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-11,NA,NA,NA,NA,-1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-12,NA,NA,NA,NA,-28,0
"Marijampolės apskr.","Vilkaviškio r.",2021-04-13,NA,NA,NA,NA,-30,3
"Marijampolės apskr.","Vilkaviškio r.",2021-04-14,15,NA,NA,NA,-28,0
"Marijampolės apskr.","Vilkaviškio r.",2021-04-15,NA,NA,NA,NA,-30,3
"Marijampolės apskr.","Vilkaviškio r.",2021-04-16,22,NA,NA,NA,-25,0
"Marijampolės apskr.","Vilkaviškio r.",2021-04-17,NA,NA,NA,NA,4,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-18,NA,NA,NA,NA,7,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-19,NA,NA,NA,NA,-24,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-04-20,NA,NA,NA,NA,-28,-3
"Marijampolės apskr.","Vilkaviškio r.",2021-04-21,NA,NA,NA,NA,-25,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-04-22,NA,NA,NA,NA,-25,0
"Marijampolės apskr.","Vilkaviškio r.",2021-04-23,18,NA,NA,NA,-23,0
"Marijampolės apskr.","Vilkaviškio r.",2021-04-24,41,NA,NA,NA,-6,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-25,NA,NA,NA,NA,0,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-04-26,NA,NA,NA,NA,-26,1
"Marijampolės apskr.","Vilkaviškio r.",2021-04-27,NA,NA,NA,NA,-26,2
"Marijampolės apskr.","Vilkaviškio r.",2021-04-28,14,NA,NA,NA,-24,-2
"Marijampolės apskr.","Vilkaviškio r.",2021-04-29,NA,NA,NA,NA,-28,-2
"Marijampolės apskr.","Vilkaviškio r.",2021-04-30,37,NA,NA,NA,-26,0
"Marijampolės apskr.","Vilkaviškio r.",2021-05-01,NA,NA,NA,NA,-10,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-02,NA,NA,NA,NA,-1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-03,NA,NA,NA,NA,-28,3
"Marijampolės apskr.","Vilkaviškio r.",2021-05-04,NA,NA,NA,NA,-26,0
"Marijampolės apskr.","Vilkaviškio r.",2021-05-05,17,NA,NA,NA,-24,-1
"Marijampolės apskr.","Vilkaviškio r.",2021-05-06,NA,NA,NA,NA,-24,1
"Marijampolės apskr.","Vilkaviškio r.",2021-05-07,22,NA,NA,NA,-19,-1
"Marijampolės apskr.","Vilkaviškio r.",2021-05-08,NA,NA,NA,NA,2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-09,NA,NA,NA,NA,-1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-10,NA,NA,NA,NA,-20,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-05-11,NA,NA,NA,NA,-24,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-05-12,NA,NA,NA,NA,-23,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-05-13,NA,NA,NA,NA,-23,-2
"Marijampolės apskr.","Vilkaviškio r.",2021-05-14,NA,NA,NA,NA,-18,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-05-15,NA,NA,NA,NA,5,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-16,NA,NA,NA,NA,-10,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-17,NA,NA,NA,NA,-16,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-05-18,NA,NA,NA,NA,-19,-3
"Marijampolės apskr.","Vilkaviškio r.",2021-05-19,NA,NA,NA,NA,-18,-3
"Marijampolės apskr.","Vilkaviškio r.",2021-05-20,NA,NA,NA,NA,-20,-3
"Marijampolės apskr.","Vilkaviškio r.",2021-05-21,NA,NA,NA,NA,-16,-3
"Marijampolės apskr.","Vilkaviškio r.",2021-05-22,NA,NA,NA,NA,1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-23,NA,NA,NA,NA,1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-24,NA,NA,NA,NA,-21,-3
"Marijampolės apskr.","Vilkaviškio r.",2021-05-25,NA,NA,NA,NA,-24,0
"Marijampolės apskr.","Vilkaviškio r.",2021-05-26,NA,NA,NA,NA,-22,-2
"Marijampolės apskr.","Vilkaviškio r.",2021-05-27,NA,NA,NA,NA,-19,-1
"Marijampolės apskr.","Vilkaviškio r.",2021-05-28,NA,NA,NA,NA,-18,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-05-29,NA,NA,NA,NA,2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-30,NA,NA,NA,NA,-4,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-05-31,NA,NA,NA,NA,-16,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-06-01,NA,NA,NA,NA,-17,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-06-02,NA,NA,NA,NA,-15,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-06-03,NA,NA,NA,NA,-16,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-06-04,NA,NA,NA,NA,-15,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-06-05,NA,NA,NA,NA,-1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-06,NA,NA,NA,NA,2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-07,NA,NA,NA,NA,-16,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-06-08,NA,NA,NA,NA,-17,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-06-09,NA,NA,NA,NA,-14,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-06-10,NA,NA,NA,NA,-13,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-06-11,NA,NA,NA,NA,-15,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-06-12,NA,NA,NA,NA,-7,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-13,NA,NA,NA,NA,-10,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-14,NA,NA,NA,NA,-17,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-06-15,NA,NA,NA,NA,-14,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-06-16,NA,NA,NA,NA,-16,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-06-17,NA,NA,NA,NA,-20,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-06-18,NA,NA,NA,NA,-17,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-06-19,NA,NA,NA,NA,-2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-20,NA,NA,NA,NA,-14,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-21,NA,NA,NA,NA,-25,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-06-22,NA,NA,NA,NA,-24,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-06-23,NA,NA,NA,NA,-25,-10
"Marijampolės apskr.","Vilkaviškio r.",2021-06-24,NA,NA,NA,NA,-74,4
"Marijampolės apskr.","Vilkaviškio r.",2021-06-25,NA,NA,NA,NA,-34,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-06-26,NA,NA,NA,NA,-8,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-27,NA,NA,NA,NA,-11,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-06-28,NA,NA,NA,NA,-24,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-06-29,NA,NA,NA,NA,-23,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-06-30,NA,NA,NA,NA,-23,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-07-01,NA,NA,NA,NA,-24,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-02,NA,NA,NA,NA,-21,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-07-03,NA,NA,NA,NA,9,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-04,NA,NA,NA,NA,-2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-05,NA,NA,NA,NA,-31,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-07-06,NA,NA,NA,NA,-65,1
"Marijampolės apskr.","Vilkaviškio r.",2021-07-07,NA,NA,NA,NA,-24,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-07-08,NA,NA,NA,NA,-28,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-07-09,NA,NA,NA,NA,-23,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-07-10,NA,NA,NA,NA,-1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-11,NA,NA,NA,NA,-3,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-12,NA,NA,NA,NA,-27,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-07-13,NA,NA,NA,NA,-28,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-07-14,NA,NA,NA,NA,-25,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-07-15,NA,NA,NA,NA,-28,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-16,NA,NA,NA,NA,-25,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-17,NA,NA,NA,NA,3,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-18,NA,NA,NA,NA,3,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-19,NA,NA,NA,NA,-28,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-20,NA,NA,NA,NA,-29,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-07-21,NA,NA,NA,NA,-29,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-07-22,NA,NA,NA,NA,-29,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-23,NA,NA,NA,NA,-28,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-07-24,NA,NA,NA,NA,7,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-25,NA,NA,NA,NA,1,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-07-26,NA,NA,NA,NA,-26,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-27,NA,NA,NA,NA,-27,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-07-28,NA,NA,NA,NA,-28,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-29,NA,NA,NA,NA,-27,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-07-30,NA,NA,NA,NA,-24,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-07-31,NA,NA,NA,NA,2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-01,NA,NA,NA,NA,4,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-02,NA,NA,NA,NA,-28,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-08-03,NA,NA,NA,NA,-27,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-08-04,NA,NA,NA,NA,-27,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-08-05,NA,NA,NA,NA,-26,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-08-06,NA,NA,NA,NA,-28,-2
"Marijampolės apskr.","Vilkaviškio r.",2021-08-07,NA,NA,NA,NA,-4,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-08,NA,NA,NA,NA,-3,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-09,NA,NA,NA,NA,-25,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-08-10,NA,NA,NA,NA,-25,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-08-11,NA,NA,NA,NA,-27,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-08-12,NA,NA,NA,NA,-26,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-08-13,NA,NA,NA,NA,-23,-9
"Marijampolės apskr.","Vilkaviškio r.",2021-08-14,NA,NA,NA,NA,6,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-15,NA,NA,NA,NA,5,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-16,NA,NA,NA,NA,-27,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-08-17,NA,NA,NA,NA,-27,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-08-18,NA,NA,NA,NA,-24,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-08-19,NA,NA,NA,NA,-24,-4
"Marijampolės apskr.","Vilkaviškio r.",2021-08-20,NA,NA,NA,NA,-23,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-08-21,NA,NA,NA,NA,8,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-22,NA,NA,NA,NA,8,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-23,NA,NA,NA,NA,-21,-8
"Marijampolės apskr.","Vilkaviškio r.",2021-08-24,NA,NA,NA,NA,-22,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-08-25,NA,NA,NA,NA,-19,-7
"Marijampolės apskr.","Vilkaviškio r.",2021-08-26,NA,NA,NA,NA,-20,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-08-27,NA,NA,NA,NA,-20,-6
"Marijampolės apskr.","Vilkaviškio r.",2021-08-28,NA,NA,NA,NA,-2,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-29,NA,NA,NA,NA,0,NA
"Marijampolės apskr.","Vilkaviškio r.",2021-08-30,NA,NA,NA,NA,-18,-5
"Marijampolės apskr.","Vilkaviškio r.",2021-08-31,NA,NA,NA,NA,-22,-3
"Panevėžio apskr.","Biržų r.",2021-01-01,NA,NA,-16,NA,-82,NA
"Panevėžio apskr.","Biržų r.",2021-01-02,NA,NA,-15,NA,-40,NA
"Panevėžio apskr.","Biržų r.",2021-01-03,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Biržų r.",2021-01-04,NA,NA,NA,NA,-36,NA
"Panevėžio apskr.","Biržų r.",2021-01-05,NA,NA,NA,NA,-37,NA
"Panevėžio apskr.","Biržų r.",2021-01-06,NA,NA,NA,NA,-36,NA
"Panevėžio apskr.","Biržų r.",2021-01-07,NA,NA,NA,NA,-37,NA
"Panevėžio apskr.","Biržų r.",2021-01-08,NA,NA,NA,NA,-37,NA
"Panevėžio apskr.","Biržų r.",2021-01-09,NA,NA,11,NA,-18,NA
"Panevėžio apskr.","Biržų r.",2021-01-11,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Biržų r.",2021-01-12,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Biržų r.",2021-01-13,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Biržų r.",2021-01-14,NA,NA,NA,NA,-35,NA
"Panevėžio apskr.","Biržų r.",2021-01-15,NA,NA,-17,NA,-39,NA
"Panevėžio apskr.","Biržų r.",2021-01-16,NA,NA,-31,NA,-15,NA
"Panevėžio apskr.","Biržų r.",2021-01-17,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-01-18,NA,NA,NA,NA,-35,NA
"Panevėžio apskr.","Biržų r.",2021-01-19,NA,NA,NA,NA,-34,NA
"Panevėžio apskr.","Biržų r.",2021-01-20,NA,NA,NA,NA,-31,NA
"Panevėžio apskr.","Biržų r.",2021-01-21,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Biržų r.",2021-01-22,NA,NA,-17,NA,-31,NA
"Panevėžio apskr.","Biržų r.",2021-01-23,NA,NA,-13,NA,-18,NA
"Panevėžio apskr.","Biržų r.",2021-01-25,NA,NA,NA,NA,-30,NA
"Panevėžio apskr.","Biržų r.",2021-01-26,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Biržų r.",2021-01-27,NA,NA,NA,NA,-36,NA
"Panevėžio apskr.","Biržų r.",2021-01-28,NA,NA,NA,NA,-29,NA
"Panevėžio apskr.","Biržų r.",2021-01-29,NA,NA,-22,NA,-34,NA
"Panevėžio apskr.","Biržų r.",2021-01-30,NA,NA,-14,NA,-15,NA
"Panevėžio apskr.","Biržų r.",2021-02-01,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Biržų r.",2021-02-02,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Biržų r.",2021-02-03,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Biržų r.",2021-02-04,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Biržų r.",2021-02-05,NA,NA,-17,NA,-30,NA
"Panevėžio apskr.","Biržų r.",2021-02-06,NA,NA,-15,NA,-26,NA
"Panevėžio apskr.","Biržų r.",2021-02-08,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Biržų r.",2021-02-09,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Biržų r.",2021-02-10,NA,NA,NA,NA,-27,NA
"Panevėžio apskr.","Biržų r.",2021-02-11,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Biržų r.",2021-02-12,NA,NA,-20,NA,-30,NA
"Panevėžio apskr.","Biržų r.",2021-02-13,NA,NA,-10,NA,-11,NA
"Panevėžio apskr.","Biržų r.",2021-02-15,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Biržų r.",2021-02-16,NA,NA,NA,NA,-70,NA
"Panevėžio apskr.","Biržų r.",2021-02-17,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Biržų r.",2021-02-18,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Biržų r.",2021-02-19,NA,NA,-15,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-02-20,NA,NA,-10,NA,2,NA
"Panevėžio apskr.","Biržų r.",2021-02-22,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Biržų r.",2021-02-23,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-02-24,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-02-25,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Biržų r.",2021-02-26,NA,NA,-26,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-02-27,NA,NA,-6,NA,4,NA
"Panevėžio apskr.","Biržų r.",2021-03-01,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Biržų r.",2021-03-02,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Biržų r.",2021-03-03,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-03-04,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Biržų r.",2021-03-05,NA,NA,-12,NA,-22,NA
"Panevėžio apskr.","Biržų r.",2021-03-06,NA,NA,-15,NA,16,NA
"Panevėžio apskr.","Biržų r.",2021-03-08,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Biržų r.",2021-03-09,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Biržų r.",2021-03-10,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Biržų r.",2021-03-11,NA,NA,NA,NA,-67,NA
"Panevėžio apskr.","Biržų r.",2021-03-12,NA,NA,-23,NA,-26,NA
"Panevėžio apskr.","Biržų r.",2021-03-13,NA,NA,-10,NA,1,NA
"Panevėžio apskr.","Biržų r.",2021-03-15,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Biržų r.",2021-03-16,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Biržų r.",2021-03-17,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Biržų r.",2021-03-18,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Biržų r.",2021-03-19,NA,NA,-16,NA,-18,NA
"Panevėžio apskr.","Biržų r.",2021-03-20,NA,NA,-8,NA,13,NA
"Panevėžio apskr.","Biržų r.",2021-03-22,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Biržų r.",2021-03-23,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Biržų r.",2021-03-24,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Biržų r.",2021-03-25,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Biržų r.",2021-03-26,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Biržų r.",2021-03-27,NA,NA,NA,NA,6,NA
"Panevėžio apskr.","Biržų r.",2021-03-29,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Biržų r.",2021-03-30,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Biržų r.",2021-03-31,NA,NA,NA,NA,-17,2
"Panevėžio apskr.","Biržų r.",2021-04-01,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Biržų r.",2021-04-02,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Biržų r.",2021-04-03,NA,NA,6,NA,-3,NA
"Panevėžio apskr.","Biržų r.",2021-04-05,NA,NA,NA,NA,-74,NA
"Panevėžio apskr.","Biržų r.",2021-04-06,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Biržų r.",2021-04-07,NA,NA,NA,NA,-24,3
"Panevėžio apskr.","Biržų r.",2021-04-08,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Biržų r.",2021-04-09,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Biržų r.",2021-04-10,NA,NA,NA,NA,-6,NA
"Panevėžio apskr.","Biržų r.",2021-04-12,NA,NA,NA,NA,-18,1
"Panevėžio apskr.","Biržų r.",2021-04-13,NA,NA,NA,NA,-16,1
"Panevėžio apskr.","Biržų r.",2021-04-14,NA,NA,NA,NA,-15,0
"Panevėžio apskr.","Biržų r.",2021-04-15,NA,NA,NA,NA,-14,2
"Panevėžio apskr.","Biržų r.",2021-04-16,NA,NA,NA,NA,-14,0
"Panevėžio apskr.","Biržų r.",2021-04-17,NA,NA,NA,NA,10,NA
"Panevėžio apskr.","Biržų r.",2021-04-19,NA,NA,NA,NA,-15,-1
"Panevėžio apskr.","Biržų r.",2021-04-20,NA,NA,NA,NA,-18,0
"Panevėžio apskr.","Biržų r.",2021-04-21,NA,NA,NA,NA,-13,-3
"Panevėžio apskr.","Biržų r.",2021-04-22,NA,NA,NA,NA,-16,1
"Panevėžio apskr.","Biržų r.",2021-04-23,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Biržų r.",2021-04-24,NA,NA,NA,NA,2,NA
"Panevėžio apskr.","Biržų r.",2021-04-26,NA,NA,NA,NA,-17,2
"Panevėžio apskr.","Biržų r.",2021-04-27,NA,NA,NA,NA,-15,3
"Panevėžio apskr.","Biržų r.",2021-04-28,NA,NA,NA,NA,-12,0
"Panevėžio apskr.","Biržų r.",2021-04-29,NA,NA,NA,NA,-15,0
"Panevėžio apskr.","Biržų r.",2021-04-30,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Biržų r.",2021-05-01,NA,NA,NA,NA,1,NA
"Panevėžio apskr.","Biržų r.",2021-05-03,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Biržų r.",2021-05-04,NA,NA,NA,NA,-15,1
"Panevėžio apskr.","Biržų r.",2021-05-05,NA,NA,NA,NA,-12,0
"Panevėžio apskr.","Biržų r.",2021-05-06,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Biržų r.",2021-05-07,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Biržų r.",2021-05-08,NA,NA,NA,NA,20,NA
"Panevėžio apskr.","Biržų r.",2021-05-10,NA,NA,NA,NA,-11,-2
"Panevėžio apskr.","Biržų r.",2021-05-11,NA,NA,NA,NA,-7,-3
"Panevėžio apskr.","Biržų r.",2021-05-12,NA,NA,NA,NA,-13,-4
"Panevėžio apskr.","Biržų r.",2021-05-13,NA,NA,NA,NA,-8,-1
"Panevėžio apskr.","Biržų r.",2021-05-14,NA,NA,NA,NA,-13,1
"Panevėžio apskr.","Biržų r.",2021-05-15,NA,NA,NA,NA,8,NA
"Panevėžio apskr.","Biržų r.",2021-05-17,NA,NA,NA,NA,-11,0
"Panevėžio apskr.","Biržų r.",2021-05-18,NA,NA,NA,NA,-10,3
"Panevėžio apskr.","Biržų r.",2021-05-19,NA,NA,NA,NA,-9,1
"Panevėžio apskr.","Biržų r.",2021-05-20,NA,NA,NA,NA,-8,0
"Panevėžio apskr.","Biržų r.",2021-05-21,NA,NA,NA,NA,-8,1
"Panevėžio apskr.","Biržų r.",2021-05-22,NA,NA,NA,NA,10,NA
"Panevėžio apskr.","Biržų r.",2021-05-24,NA,NA,NA,NA,-9,1
"Panevėžio apskr.","Biržų r.",2021-05-25,NA,NA,NA,NA,-10,2
"Panevėžio apskr.","Biržų r.",2021-05-26,NA,NA,NA,NA,-12,2
"Panevėžio apskr.","Biržų r.",2021-05-27,NA,NA,NA,NA,-14,3
"Panevėžio apskr.","Biržų r.",2021-05-28,NA,NA,NA,NA,-17,-1
"Panevėžio apskr.","Biržų r.",2021-05-29,NA,NA,NA,NA,-3,NA
"Panevėžio apskr.","Biržų r.",2021-05-31,NA,NA,NA,NA,-12,-2
"Panevėžio apskr.","Biržų r.",2021-06-01,NA,NA,NA,NA,-11,-3
"Panevėžio apskr.","Biržų r.",2021-06-02,NA,NA,NA,NA,-12,-4
"Panevėžio apskr.","Biržų r.",2021-06-03,NA,NA,NA,NA,-10,-3
"Panevėžio apskr.","Biržų r.",2021-06-04,NA,NA,NA,NA,-12,-3
"Panevėžio apskr.","Biržų r.",2021-06-05,NA,NA,NA,NA,5,NA
"Panevėžio apskr.","Biržų r.",2021-06-07,NA,NA,NA,NA,-13,-2
