"administrative_level_2","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Panevėžio apskr.",2021-01-20,-62,1,-4,-42,-31,12
"Panevėžio apskr.",2021-01-21,-61,2,-8,-33,-31,13
"Panevėžio apskr.",2021-01-22,-61,3,-12,-37,-28,13
"Panevėžio apskr.",2021-01-23,-68,-12,-3,-32,-15,8
"Panevėžio apskr.",2021-01-24,-71,-5,-3,-36,-14,6
"Panevėžio apskr.",2021-01-25,-57,6,3,-34,-29,11
"Panevėžio apskr.",2021-01-26,-62,-7,-17,-41,-30,13
"Panevėžio apskr.",2021-01-27,-63,-2,-6,-36,-31,13
"Panevėžio apskr.",2021-01-28,-59,4,5,-28,-29,12
"Panevėžio apskr.",2021-01-29,-61,4,-13,-35,-27,13
"Panevėžio apskr.",2021-01-30,-68,-11,7,-32,-12,7
"Panevėžio apskr.",2021-01-31,-69,0,31,-36,-11,6
"Panevėžio apskr.",2021-02-01,-59,3,2,-37,-27,11
"Panevėžio apskr.",2021-02-02,-60,2,-14,-41,-28,11
"Panevėžio apskr.",2021-02-03,-59,4,16,-32,-27,11
"Panevėžio apskr.",2021-02-04,-60,1,-11,-32,-28,12
"Panevėžio apskr.",2021-02-05,-61,4,-14,-37,-25,13
"Panevėžio apskr.",2021-02-06,-70,-14,-10,-32,-16,9
"Panevėžio apskr.",2021-02-07,-70,-4,23,-29,-15,6
"Panevėžio apskr.",2021-02-08,-59,1,-14,-35,-28,12
"Panevėžio apskr.",2021-02-09,-59,3,-16,-34,-27,13
"Panevėžio apskr.",2021-02-10,-58,11,-14,-34,-26,11
"Panevėžio apskr.",2021-02-11,-56,14,-15,-30,-26,11
"Panevėžio apskr.",2021-02-12,-57,9,-23,-32,-25,12
"Panevėžio apskr.",2021-02-13,-62,0,0,-21,-10,6
"Panevėžio apskr.",2021-02-14,-61,23,49,-18,-3,4
"Panevėžio apskr.",2021-02-15,-44,27,19,-20,-29,9
"Panevėžio apskr.",2021-02-16,-64,-7,60,-51,-72,20
"Panevėžio apskr.",2021-02-17,-49,14,6,-21,-22,8
"Panevėžio apskr.",2021-02-18,-51,12,-11,-22,-23,10
"Panevėžio apskr.",2021-02-19,-52,12,-12,-25,-21,10
"Panevėžio apskr.",2021-02-20,-58,1,6,-17,-3,5
"Panevėžio apskr.",2021-02-21,-60,11,54,-16,-6,3
"Panevėžio apskr.",2021-02-22,-46,18,24,-23,-20,8
"Panevėžio apskr.",2021-02-23,-48,13,-3,-26,-20,8
"Panevėžio apskr.",2021-02-24,-51,13,-2,-27,-19,9
"Panevėžio apskr.",2021-02-25,-49,18,5,-21,-20,8
"Panevėžio apskr.",2021-02-26,-51,13,-15,-25,-17,9
"Panevėžio apskr.",2021-02-27,-54,7,19,-15,4,3
"Panevėžio apskr.",2021-02-28,-57,21,45,-10,1,3
"Panevėžio apskr.",2021-03-01,-44,15,29,-23,-18,7
"Panevėžio apskr.",2021-03-02,-45,13,23,-28,-18,7
"Panevėžio apskr.",2021-03-03,-47,17,20,-21,-19,7
"Panevėžio apskr.",2021-03-04,-49,13,3,-16,-19,8
"Panevėžio apskr.",2021-03-05,-48,14,1,-22,-16,8
"Panevėžio apskr.",2021-03-06,-55,8,6,-10,9,3
"Panevėžio apskr.",2021-03-07,-58,19,9,-9,-1,3
"Panevėžio apskr.",2021-03-08,-42,39,-3,-23,-18,7
"Panevėžio apskr.",2021-03-09,-46,13,16,-23,-18,7
"Panevėžio apskr.",2021-03-10,-39,34,13,-10,-17,6
"Panevėžio apskr.",2021-03-11,-59,7,17,-43,-70,19
"Panevėžio apskr.",2021-03-12,-47,19,-20,-23,-25,11
"Panevėžio apskr.",2021-03-13,-54,12,-5,-13,3,4
"Panevėžio apskr.",2021-03-14,-57,19,18,-11,3,4
"Panevėžio apskr.",2021-03-15,-34,21,20,-18,-18,6
"Panevėžio apskr.",2021-03-16,-35,24,44,-17,-17,5
"Panevėžio apskr.",2021-03-17,-39,21,19,-17,-17,6
"Panevėžio apskr.",2021-03-18,-41,19,-1,-17,-17,7
"Panevėžio apskr.",2021-03-19,-43,18,-15,-18,-15,8
"Panevėžio apskr.",2021-03-20,-44,13,14,-5,6,2
"Panevėžio apskr.",2021-03-21,-53,15,3,-14,0,4
"Panevėžio apskr.",2021-03-22,-37,22,-2,-22,-17,7
"Panevėžio apskr.",2021-03-23,-35,21,41,-17,-15,5
"Panevėžio apskr.",2021-03-24,-37,22,14,-14,-16,6
"Panevėžio apskr.",2021-03-25,-38,22,3,-11,-17,6
"Panevėžio apskr.",2021-03-26,-36,22,35,-13,-14,4
"Panevėžio apskr.",2021-03-27,-42,15,50,4,8,-2
"Panevėžio apskr.",2021-03-28,-46,26,41,1,6,0
"Panevėžio apskr.",2021-03-29,-37,20,-4,-16,-17,6
"Panevėžio apskr.",2021-03-30,-35,23,15,-15,-16,6
"Panevėžio apskr.",2021-03-31,-32,31,53,-15,-15,3
"Panevėžio apskr.",2021-04-01,-35,35,-6,-19,-16,5
"Panevėžio apskr.",2021-04-02,-34,37,-2,-17,-15,6
"Panevėžio apskr.",2021-04-03,-43,28,-1,-20,-4,4
"Panevėžio apskr.",2021-04-04,-78,-71,43,-46,-11,2
"Panevėžio apskr.",2021-04-05,-68,-25,-11,-59,-80,21
"Panevėžio apskr.",2021-04-06,-39,7,-2,-26,-18,6
"Panevėžio apskr.",2021-04-07,-33,20,29,-22,-18,5
"Panevėžio apskr.",2021-04-08,-34,22,13,-23,-18,5
"Panevėžio apskr.",2021-04-09,-34,24,0,-27,-16,5
"Panevėžio apskr.",2021-04-10,-35,21,37,-8,4,-2
"Panevėžio apskr.",2021-04-11,-33,38,147,-2,10,-6
"Panevėžio apskr.",2021-04-12,-28,28,53,-24,-14,2
"Panevėžio apskr.",2021-04-13,-31,26,-3,-24,-14,4
"Panevėžio apskr.",2021-04-14,-31,29,24,-16,-14,3
"Panevėžio apskr.",2021-04-15,-32,27,3,-19,-14,4
"Panevėžio apskr.",2021-04-16,-31,26,36,-20,-12,1
"Panevėžio apskr.",2021-04-17,-32,27,91,4,10,-7
"Panevėžio apskr.",2021-04-18,-29,50,165,-1,10,-9
"Panevėžio apskr.",2021-04-19,-19,32,74,-21,-13,0
"Panevėžio apskr.",2021-04-20,-22,32,62,-12,-13,1
"Panevėžio apskr.",2021-04-21,-22,38,77,-10,-12,0
"Panevėžio apskr.",2021-04-22,-25,32,11,-14,-12,3
"Panevėžio apskr.",2021-04-23,-27,27,-9,-25,-12,4
"Panevėžio apskr.",2021-04-24,-30,25,19,-9,8,-3
"Panevėžio apskr.",2021-04-25,-38,34,29,-17,2,-1
"Panevėžio apskr.",2021-04-26,-23,29,18,-24,-13,3
"Panevėžio apskr.",2021-04-27,-27,28,1,-19,-12,4
"Panevėžio apskr.",2021-04-28,-23,34,60,-15,-12,1
"Panevėžio apskr.",2021-04-29,-22,35,44,-10,-12,0
"Panevėžio apskr.",2021-04-30,-21,38,12,-17,-11,2
"Panevėžio apskr.",2021-05-01,-22,47,113,8,-1,-8
"Panevėžio apskr.",2021-05-02,-23,84,96,10,13,-8
"Panevėžio apskr.",2021-05-03,-34,17,-30,-37,-17,7
"Panevėžio apskr.",2021-05-04,-24,30,45,-13,-12,2
"Panevėžio apskr.",2021-05-05,-24,31,57,-18,-12,2
"Panevėžio apskr.",2021-05-06,-27,30,-3,-21,-12,4
"Panevėžio apskr.",2021-05-07,-24,31,37,-17,-10,1
"Panevėžio apskr.",2021-05-08,-29,26,59,-4,10,-4
"Panevėžio apskr.",2021-05-09,-30,43,137,-3,9,-6
"Panevėžio apskr.",2021-05-10,-12,43,101,-4,-11,-2
"Panevėžio apskr.",2021-05-11,-13,42,108,-1,-9,-3
"Panevėžio apskr.",2021-05-12,-14,46,115,0,-9,-3
"Panevėžio apskr.",2021-05-13,-16,42,36,-6,-9,0
"Panevėžio apskr.",2021-05-14,-18,37,34,-9,-9,-1
"Panevėžio apskr.",2021-05-15,-22,35,114,5,8,-11
"Panevėžio apskr.",2021-05-16,-21,53,157,10,10,-10
"Panevėžio apskr.",2021-05-17,-13,40,68,-9,-8,0
"Panevėžio apskr.",2021-05-18,-23,32,-8,-18,-8,3
"Panevėžio apskr.",2021-05-19,-18,41,47,-12,-7,1
"Panevėžio apskr.",2021-05-20,-16,43,41,-13,-7,0
"Panevėžio apskr.",2021-05-21,-17,38,60,-11,-5,-1
"Panevėžio apskr.",2021-05-22,-25,35,83,-7,10,-7
"Panevėžio apskr.",2021-05-23,-33,37,59,-14,5,-3
"Panevėžio apskr.",2021-05-24,-13,38,94,-17,-7,-1
"Panevėžio apskr.",2021-05-25,-17,36,16,-17,-7,2
"Panevėžio apskr.",2021-05-26,-19,36,31,-19,-7,3
"Panevėžio apskr.",2021-05-27,-16,41,60,-8,-5,2
"Panevėžio apskr.",2021-05-28,-18,39,73,-9,-5,-2
"Panevėžio apskr.",2021-05-29,-22,30,111,0,13,-7
"Panevėžio apskr.",2021-05-30,-15,54,NA,7,10,-10
"Panevėžio apskr.",2021-05-31,-10,40,NA,-10,-1,-2
"Panevėžio apskr.",2021-06-01,-8,40,NA,-6,-2,-2
"Panevėžio apskr.",2021-06-02,-10,43,NA,1,-1,-3
"Panevėžio apskr.",2021-06-03,-9,46,101,1,-1,-3
"Panevėžio apskr.",2021-06-04,-10,43,117,-5,-2,-5
"Panevėžio apskr.",2021-06-05,-14,43,147,8,14,-11
"Panevėžio apskr.",2021-06-06,-4,81,NA,27,13,-14
"Panevėžio apskr.",2021-06-07,-7,42,NA,-8,-5,-3
"Panevėžio apskr.",2021-06-08,-7,42,NA,0,-3,-3
"Panevėžio apskr.",2021-06-09,-5,48,NA,3,-3,-4
"Panevėžio apskr.",2021-06-10,-2,54,112,7,-1,-4
"Panevėžio apskr.",2021-06-11,-8,43,99,-4,-4,-6
"Panevėžio apskr.",2021-06-12,-15,36,114,0,14,-11
"Panevėžio apskr.",2021-06-13,-17,49,116,2,3,-8
"Panevėžio apskr.",2021-06-14,-4,47,NA,-1,-4,-4
"Panevėžio apskr.",2021-06-15,-4,45,112,-6,-4,-4
"Panevėžio apskr.",2021-06-16,-2,52,NA,1,-5,-6
"Panevėžio apskr.",2021-06-17,-5,50,125,2,-6,-6
"Panevėžio apskr.",2021-06-18,-12,41,112,-10,-9,-8
"Panevėžio apskr.",2021-06-19,-24,26,143,-6,15,-15
"Panevėžio apskr.",2021-06-20,-19,49,NA,-7,-1,-16
"Panevėžio apskr.",2021-06-21,-4,51,NA,-14,-13,-5
"Panevėžio apskr.",2021-06-22,-2,52,NA,-4,-12,-5
"Panevėžio apskr.",2021-06-23,9,77,NA,5,-12,-10
"Panevėžio apskr.",2021-06-24,-36,18,148,-38,-73,4
"Panevėžio apskr.",2021-06-25,-12,35,119,-17,-36,-1
"Panevėžio apskr.",2021-06-26,-19,25,164,-8,4,-11
"Panevėžio apskr.",2021-06-27,-14,51,NA,11,5,-12
"Panevėžio apskr.",2021-06-28,-2,50,110,-9,-11,-4
"Panevėžio apskr.",2021-06-29,-4,48,NA,1,-11,-5
"Panevėžio apskr.",2021-06-30,-5,49,NA,1,-10,-7
"Panevėžio apskr.",2021-07-01,-3,46,114,2,-10,-4
"Panevėžio apskr.",2021-07-02,-7,44,100,-1,-10,-5
"Panevėžio apskr.",2021-07-03,-14,33,162,8,11,-13
"Panevėžio apskr.",2021-07-04,-5,57,NA,14,4,-13
"Panevėžio apskr.",2021-07-05,12,62,NA,-1,-28,-4
"Panevėžio apskr.",2021-07-06,-17,27,NA,-27,-70,4
"Panevėžio apskr.",2021-07-07,0,55,NA,0,-14,-5
"Panevėžio apskr.",2021-07-08,-1,53,122,0,-13,-4
"Panevėžio apskr.",2021-07-09,-3,49,116,-7,-14,-6
"Panevėžio apskr.",2021-07-10,-11,36,164,3,9,-13
"Panevėžio apskr.",2021-07-11,-3,60,NA,15,8,-14
"Panevėžio apskr.",2021-07-12,7,60,NA,-7,-18,-4
"Šiaulių apskr.",2021-01-01,-88,-76,0,-76,-89,31
"Šiaulių apskr.",2021-01-02,-71,-37,17,-45,-45,13
"Šiaulių apskr.",2021-01-03,-64,-18,47,-34,-27,8
"Šiaulių apskr.",2021-01-04,-50,-4,19,-28,-39,13
"Šiaulių apskr.",2021-01-05,-53,-5,13,-27,-40,12
"Šiaulių apskr.",2021-01-06,-53,-7,21,-22,-39,13
"Šiaulių apskr.",2021-01-07,-52,-4,29,-21,-39,13
"Šiaulių apskr.",2021-01-08,-55,-9,53,-25,-38,14
"Šiaulių apskr.",2021-01-09,-61,-19,68,-25,-24,8
"Šiaulių apskr.",2021-01-10,-62,-14,83,-29,-21,6
"Šiaulių apskr.",2021-01-11,-50,-3,30,-26,-37,12
"Šiaulių apskr.",2021-01-12,-53,-2,15,-27,-37,12
"Šiaulių apskr.",2021-01-13,-51,-4,27,-21,-37,12
"Šiaulių apskr.",2021-01-14,-56,2,14,-21,-38,11
"Šiaulių apskr.",2021-01-15,-60,-8,11,-28,-37,12
"Šiaulių apskr.",2021-01-16,-70,-22,-8,-32,-26,9
"Šiaulių apskr.",2021-01-17,-72,-20,24,-35,-23,6
"Šiaulių apskr.",2021-01-18,-57,-10,7,-26,-38,13
"Šiaulių apskr.",2021-01-19,-59,-4,15,-25,-37,12
"Šiaulių apskr.",2021-01-20,-58,-4,2,-23,-37,12
"Šiaulių apskr.",2021-01-21,-57,-2,9,-23,-37,12
"Šiaulių apskr.",2021-01-22,-60,-6,16,-27,-36,12
"Šiaulių apskr.",2021-01-23,-67,-17,5,-27,-21,7
"Šiaulių apskr.",2021-01-24,-70,-14,8,-36,-17,6
"Šiaulių apskr.",2021-01-25,-55,-3,18,-29,-36,11
"Šiaulių apskr.",2021-01-26,-59,-9,1,-24,-36,11
"Šiaulių apskr.",2021-01-27,-55,-9,3,-20,-37,13
"Šiaulių apskr.",2021-01-28,-51,1,14,-21,-35,12
"Šiaulių apskr.",2021-01-29,-55,-6,18,-23,-33,11
"Šiaulių apskr.",2021-01-30,-62,-16,23,-26,-19,6
"Šiaulių apskr.",2021-01-31,-62,-13,40,-28,-16,5
"Šiaulių apskr.",2021-02-01,-50,-5,25,-25,-34,10
"Šiaulių apskr.",2021-02-02,-53,-5,4,-26,-34,10
"Šiaulių apskr.",2021-02-03,-52,-6,41,-18,-33,10
"Šiaulių apskr.",2021-02-04,-54,-5,0,-24,-34,11
"Šiaulių apskr.",2021-02-05,-55,-9,23,-26,-33,11
"Šiaulių apskr.",2021-02-06,-63,-19,14,-24,-17,7
"Šiaulių apskr.",2021-02-07,-63,-15,65,-30,-17,5
"Šiaulių apskr.",2021-02-08,-54,-11,-7,-30,-34,12
"Šiaulių apskr.",2021-02-09,-54,-4,-18,-25,-35,12
"Šiaulių apskr.",2021-02-10,-51,-1,0,-20,-33,12
"Šiaulių apskr.",2021-02-11,-49,4,0,-19,-34,11
"Šiaulių apskr.",2021-02-12,-51,1,11,-19,-32,11
"Šiaulių apskr.",2021-02-13,-56,-4,4,-21,-14,6
"Šiaulių apskr.",2021-02-14,-54,4,42,-24,-14,4
"Šiaulių apskr.",2021-02-15,-35,17,50,-12,-38,9
"Šiaulių apskr.",2021-02-16,-59,-5,NA,-36,-74,19
"Šiaulių apskr.",2021-02-17,-42,7,16,-3,-31,8
"Šiaulių apskr.",2021-02-18,-44,8,5,-8,-32,9
"Šiaulių apskr.",2021-02-19,-48,3,24,-11,-31,10
"Šiaulių apskr.",2021-02-20,-54,-2,21,-16,-10,5
"Šiaulių apskr.",2021-02-21,-56,1,77,-14,-9,3
"Šiaulių apskr.",2021-02-22,-38,9,40,-12,-30,8
"Šiaulių apskr.",2021-02-23,-42,7,15,-10,-30,8
"Šiaulių apskr.",2021-02-24,-42,6,19,-7,-29,9
"Šiaulių apskr.",2021-02-25,-39,14,33,-1,-29,8
"Šiaulių apskr.",2021-02-26,-45,4,22,-6,-27,8
"Šiaulių apskr.",2021-02-27,-48,3,40,-3,-6,2
"Šiaulių apskr.",2021-02-28,-49,7,77,-8,-5,2
"Šiaulių apskr.",2021-03-01,-38,5,31,-9,-28,7
"Šiaulių apskr.",2021-03-02,-40,10,39,-6,-28,7
"Šiaulių apskr.",2021-03-03,-39,9,40,2,-28,7
"Šiaulių apskr.",2021-03-04,-41,12,11,-4,-29,8
"Šiaulių apskr.",2021-03-05,-44,7,32,-5,-26,7
"Šiaulių apskr.",2021-03-06,-50,2,20,-7,-6,3
"Šiaulių apskr.",2021-03-07,-53,7,27,-14,-9,3
"Šiaulių apskr.",2021-03-08,-33,23,24,-6,-27,7
"Šiaulių apskr.",2021-03-09,-41,8,24,-4,-29,7
"Šiaulių apskr.",2021-03-10,-33,27,32,6,-28,6
"Šiaulių apskr.",2021-03-11,-55,3,34,-31,-73,19
"Šiaulių apskr.",2021-03-12,-44,6,17,-10,-34,10
"Šiaulių apskr.",2021-03-13,-49,4,9,-12,-12,4
"Šiaulių apskr.",2021-03-14,-54,1,18,-16,-12,3
"Šiaulių apskr.",2021-03-15,-29,13,35,-3,-27,6
"Šiaulių apskr.",2021-03-16,-32,15,40,2,-27,6
"Šiaulių apskr.",2021-03-17,-32,16,43,7,-26,6
"Šiaulių apskr.",2021-03-18,-33,18,15,-2,-28,7
"Šiaulių apskr.",2021-03-19,-37,14,43,0,-25,5
"Šiaulių apskr.",2021-03-20,-38,11,40,-4,-8,-1
"Šiaulių apskr.",2021-03-21,-42,10,34,-13,-12,1
"Šiaulių apskr.",2021-03-22,-30,14,32,-7,-25,5
"Šiaulių apskr.",2021-03-23,-30,18,NA,6,-24,3
"Šiaulių apskr.",2021-03-24,-30,15,41,10,-25,5
"Šiaulių apskr.",2021-03-25,-31,19,37,7,-25,5
"Šiaulių apskr.",2021-03-26,-32,13,NA,15,-24,1
"Šiaulių apskr.",2021-03-27,-39,8,97,8,-7,-1
"Šiaulių apskr.",2021-03-28,-42,6,75,-3,-5,0
"Šiaulių apskr.",2021-03-29,-33,12,17,-4,-25,5
"Šiaulių apskr.",2021-03-30,-31,17,42,5,-25,5
"Šiaulių apskr.",2021-03-31,-29,22,NA,17,-24,4
"Šiaulių apskr.",2021-04-01,-28,28,41,10,-23,5
"Šiaulių apskr.",2021-04-02,-30,25,76,13,-23,4
"Šiaulių apskr.",2021-04-03,-40,23,37,1,-11,4
"Šiaulių apskr.",2021-04-04,-78,-70,95,-28,-21,1
"Šiaulių apskr.",2021-04-05,-66,-26,11,-47,-83,22
"Šiaulių apskr.",2021-04-06,-34,8,NA,7,-29,4
"Šiaulių apskr.",2021-04-07,-28,14,NA,16,-27,4
"Šiaulių apskr.",2021-04-08,-24,22,63,19,-26,4
"Šiaulių apskr.",2021-04-09,-31,14,62,12,-26,4
"Šiaulių apskr.",2021-04-10,-30,15,80,16,-11,-3
"Šiaulių apskr.",2021-04-11,-26,21,NA,25,-2,-5
"Šiaulių apskr.",2021-04-12,-22,22,NA,17,-22,2
"Šiaulių apskr.",2021-04-13,-26,23,53,18,-22,3
"Šiaulių apskr.",2021-04-14,-24,22,NA,30,-22,2
"Šiaulių apskr.",2021-04-15,-24,27,56,26,-22,3
"Šiaulių apskr.",2021-04-16,-29,16,NA,26,-20,1
"Šiaulių apskr.",2021-04-17,-28,18,174,34,-5,-6
"Šiaulių apskr.",2021-04-18,-26,26,NA,32,-4,-8
"Šiaulių apskr.",2021-04-19,-13,23,NA,27,-21,0
"Šiaulių apskr.",2021-04-20,-15,30,NA,45,-21,0
"Šiaulių apskr.",2021-04-21,-12,30,NA,48,-20,0
"Šiaulių apskr.",2021-04-22,-21,27,45,31,-21,3
"Šiaulių apskr.",2021-04-23,-26,16,52,26,-20,3
"Šiaulių apskr.",2021-04-24,-31,17,63,16,-5,-2
"Šiaulių apskr.",2021-04-25,-37,16,66,6,-7,-1
"Šiaulių apskr.",2021-04-26,-17,20,53,19,-20,3
"Šiaulių apskr.",2021-04-27,-22,21,NA,20,-21,3
"Šiaulių apskr.",2021-04-28,-14,25,NA,44,-20,0
"Šiaulių apskr.",2021-04-29,-15,30,NA,38,-20,1
"Šiaulių apskr.",2021-04-30,-19,27,78,35,-19,2
"Šiaulių apskr.",2021-05-01,-21,33,NA,41,-12,-7
"Šiaulių apskr.",2021-05-02,-20,49,NA,32,1,-7
"Šiaulių apskr.",2021-05-03,-27,9,9,6,-24,5
"Šiaulių apskr.",2021-05-04,-18,23,NA,30,-20,2
"Šiaulių apskr.",2021-05-05,-17,22,NA,39,-19,2
"Šiaulių apskr.",2021-05-06,-19,24,32,23,-21,4
"Šiaulių apskr.",2021-05-07,-20,20,NA,41,-17,0
"Šiaulių apskr.",2021-05-08,-26,20,85,20,-4,-3
"Šiaulių apskr.",2021-05-09,-24,21,NA,25,-1,-5
"Šiaulių apskr.",2021-05-10,-5,31,NA,38,-18,-2
"Šiaulių apskr.",2021-05-11,-6,34,NA,50,-18,-3
"Šiaulių apskr.",2021-05-12,-5,40,NA,55,-19,-3
"Šiaulių apskr.",2021-05-13,-8,37,NA,46,-20,0
"Šiaulių apskr.",2021-05-14,-11,29,NA,51,-18,-1
"Šiaulių apskr.",2021-05-15,-14,29,194,49,-4,-9
"Šiaulių apskr.",2021-05-16,-11,32,NA,43,-1,-8
"Šiaulių apskr.",2021-05-17,-6,32,NA,35,-19,0
"Šiaulių apskr.",2021-05-18,-11,32,NA,42,-19,1
"Šiaulių apskr.",2021-05-19,-8,32,NA,47,-18,0
"Šiaulių apskr.",2021-05-20,-2,44,NA,53,-18,0
"Šiaulių apskr.",2021-05-21,-14,27,NA,50,-17,-2
"Šiaulių apskr.",2021-05-22,-17,29,155,43,-1,-6
"Šiaulių apskr.",2021-05-23,-22,26,NA,29,-2,-4
"Šiaulių apskr.",2021-05-24,-3,32,NA,38,-18,0
"Šiaulių apskr.",2021-05-25,-11,31,54,35,-18,2
"Šiaulių apskr.",2021-05-26,-9,32,NA,41,-19,2
"Šiaulių apskr.",2021-05-27,-4,39,78,47,-19,1
"Šiaulių apskr.",2021-05-28,-11,27,NA,52,-18,-1
"Šiaulių apskr.",2021-05-29,-13,24,158,55,4,-6
"Šiaulių apskr.",2021-05-30,-5,33,NA,54,8,-9
"Šiaulių apskr.",2021-05-31,2,36,NA,46,-18,-1
"Šiaulių apskr.",2021-06-01,4,42,NA,64,-19,-2
"Šiaulių apskr.",2021-06-02,2,42,NA,63,-17,-2
"Šiaulių apskr.",2021-06-03,4,44,NA,65,-17,-3
"Šiaulių apskr.",2021-06-04,-3,32,NA,67,-18,-4
"Šiaulių apskr.",2021-06-05,-6,39,NA,70,4,-11
"Šiaulių apskr.",2021-06-06,5,58,NA,82,6,-13
"Šiaulių apskr.",2021-06-07,3,37,NA,46,-20,-3
"Šiaulių apskr.",2021-06-08,-2,35,NA,54,-18,-1
"Šiaulių apskr.",2021-06-09,9,45,NA,74,-18,-3
"Šiaulių apskr.",2021-06-10,11,53,NA,68,-17,-4
"Šiaulių apskr.",2021-06-11,-2,34,NA,63,-18,-5
"Šiaulių apskr.",2021-06-12,-9,30,142,55,4,-8
"Šiaulių apskr.",2021-06-13,-6,34,NA,41,2,-8
"Šiaulių apskr.",2021-06-14,10,43,NA,54,-19,-4
"Šiaulių apskr.",2021-06-15,8,46,NA,61,-20,-4
"Šiaulių apskr.",2021-06-16,11,53,NA,62,-20,-5
"Šiaulių apskr.",2021-06-17,8,56,NA,51,-21,-5
"Šiaulių apskr.",2021-06-18,-3,41,NA,56,-22,-7
"Šiaulių apskr.",2021-06-19,-14,29,NA,40,8,-13
"Šiaulių apskr.",2021-06-20,-12,43,NA,38,5,-14
"Šiaulių apskr.",2021-06-21,8,54,NA,38,-25,-5
"Šiaulių apskr.",2021-06-22,7,56,NA,50,-26,-5
"Šiaulių apskr.",2021-06-23,19,75,NA,60,-25,-8
"Šiaulių apskr.",2021-06-24,-26,29,NA,1,-76,6
"Šiaulių apskr.",2021-06-25,-6,33,NA,33,-42,0
"Šiaulių apskr.",2021-06-26,-13,27,NA,35,1,-9
"Šiaulių apskr.",2021-06-27,-4,42,NA,45,7,-11
"Šiaulių apskr.",2021-06-28,7,46,NA,36,-26,-3
"Šiaulių apskr.",2021-06-29,4,47,NA,46,-27,-5
"Šiaulių apskr.",2021-06-30,5,50,NA,51,-25,-6
"Šiaulių apskr.",2021-07-01,7,50,NA,53,-26,-3
"Šiaulių apskr.",2021-07-02,-3,38,NA,48,-24,-5
"Šiaulių apskr.",2021-07-03,-1,33,NA,43,8,-12
"Šiaulių apskr.",2021-07-04,-1,43,NA,44,7,-12
"Šiaulių apskr.",2021-07-05,20,58,NA,51,-37,-3
"Šiaulių apskr.",2021-07-06,-10,29,NA,26,-74,6
"Šiaulių apskr.",2021-07-07,10,51,NA,61,-27,-4
"Šiaulių apskr.",2021-07-08,7,52,NA,52,-27,-2
"Šiaulių apskr.",2021-07-09,1,44,NA,56,-27,-5
"Šiaulių apskr.",2021-07-10,-4,36,NA,48,6,-11
"Šiaulių apskr.",2021-07-11,2,51,NA,50,7,-13
"Šiaulių apskr.",2021-07-12,16,60,NA,47,-30,-4
"Tauragės apskr.",2021-01-01,-90,NA,NA,-83,-85,27
"Tauragės apskr.",2021-01-02,-71,NA,NA,-54,-34,NA
"Tauragės apskr.",2021-01-03,-64,NA,NA,NA,-21,NA
"Tauragės apskr.",2021-01-04,-53,NA,NA,NA,-41,8
"Tauragės apskr.",2021-01-05,-56,NA,NA,NA,-43,10
"Tauragės apskr.",2021-01-06,-56,NA,NA,NA,-41,11
"Tauragės apskr.",2021-01-07,-56,NA,NA,NA,-41,11
"Tauragės apskr.",2021-01-08,-57,NA,NA,-41,-39,11
"Tauragės apskr.",2021-01-09,-60,NA,NA,NA,-18,NA
"Tauragės apskr.",2021-01-10,-58,NA,NA,NA,-18,NA
"Tauragės apskr.",2021-01-11,-54,NA,NA,NA,-38,8
"Tauragės apskr.",2021-01-12,-54,NA,NA,NA,-39,9
"Tauragės apskr.",2021-01-13,-57,NA,NA,NA,-36,9
"Tauragės apskr.",2021-01-14,-52,NA,NA,NA,-39,8
"Tauragės apskr.",2021-01-15,-58,NA,NA,-36,-39,10
"Tauragės apskr.",2021-01-16,-63,NA,NA,NA,-22,NA
"Tauragės apskr.",2021-01-17,-67,NA,NA,NA,-22,NA
"Tauragės apskr.",2021-01-18,-58,NA,NA,NA,-39,10
"Tauragės apskr.",2021-01-19,-57,NA,NA,NA,-38,9
"Tauragės apskr.",2021-01-20,-57,NA,NA,NA,-39,10
"Tauragės apskr.",2021-01-21,-54,NA,NA,NA,-37,9
"Tauragės apskr.",2021-01-22,-57,NA,NA,-33,-35,10
"Tauragės apskr.",2021-01-23,-62,NA,NA,NA,-15,NA
"Tauragės apskr.",2021-01-24,-63,NA,NA,NA,-17,NA
"Tauragės apskr.",2021-01-25,-56,NA,NA,NA,-37,7
"Tauragės apskr.",2021-01-26,-55,NA,NA,NA,-37,8
"Tauragės apskr.",2021-01-27,-59,NA,NA,NA,-36,9
"Tauragės apskr.",2021-01-28,-56,NA,NA,NA,-36,8
"Tauragės apskr.",2021-01-29,-58,NA,NA,-39,-34,9
"Tauragės apskr.",2021-01-30,-62,NA,NA,NA,-17,NA
"Tauragės apskr.",2021-01-31,-63,NA,NA,NA,-16,NA
"Tauragės apskr.",2021-02-01,-58,NA,NA,NA,-35,7
"Tauragės apskr.",2021-02-02,-57,NA,NA,NA,-34,7
"Tauragės apskr.",2021-02-03,-59,NA,NA,NA,-33,8
"Tauragės apskr.",2021-02-04,-56,NA,NA,NA,-36,8
"Tauragės apskr.",2021-02-05,-57,NA,NA,-36,-34,9
"Tauragės apskr.",2021-02-06,-64,NA,NA,NA,-15,NA
"Tauragės apskr.",2021-02-07,-65,NA,NA,NA,-15,NA
