"day","end","incidence","confirmed"
2020-03-17,2020-04-18,10,32
2020-03-18,2020-04-18,14,46
2020-03-19,2020-04-18,18,64
2020-03-20,2020-04-18,23,87
2020-03-21,2020-04-18,28,115
2020-03-22,2020-04-18,33,148
2020-03-23,2020-04-18,39,187
2020-03-24,2020-04-18,44,231
2020-03-25,2020-04-18,49,280
2020-03-26,2020-04-18,53,333
2020-03-27,2020-04-18,56,389
2020-03-28,2020-04-18,58,447
2020-03-29,2020-04-18,59,506
2020-03-30,2020-04-18,58,564
2020-03-31,2020-04-18,57,621
2020-04-01,2020-04-18,55,676
2020-04-02,2020-04-18,51,727
2020-04-03,2020-04-18,48,775
2020-04-04,2020-04-18,44,819
2020-04-05,2020-04-18,39,858
2020-04-06,2020-04-18,36,894
2020-04-07,2020-04-18,33,927
2020-04-08,2020-04-18,31,958
2020-04-09,2020-04-18,29,987
2020-04-10,2020-04-18,28,1015
2020-04-11,2020-04-18,28,1043
2020-04-12,2020-04-18,29,1072
2020-04-13,2020-04-18,31,1103
2020-04-14,2020-04-18,33,1136
2020-04-15,2020-04-18,37,1173
2020-04-16,2020-04-18,41,1214
2020-04-17,2020-04-18,45,1259
2020-04-18,2020-04-18,49,1308
2020-04-19,2020-04-18,53,1361
2020-04-20,2020-04-18,56,1417
2020-04-21,2020-04-18,59,1476
2020-04-22,2020-04-18,61,1537
2020-04-23,2020-04-18,61,1598
2020-04-24,2020-04-18,61,1659
2020-04-25,2020-04-18,59,1718
2020-04-26,2020-04-18,56,1774
2020-04-27,2020-04-18,53,1827
2020-04-28,2020-04-18,49,1876
2020-04-29,2020-04-18,45,1921
2020-04-30,2020-04-18,40,1961
2020-05-01,2020-04-18,36,1997
2020-05-02,2020-04-18,32,2029
2020-05-03,2020-04-18,28,2057
2020-05-04,2020-04-18,25,2082
2020-05-05,2020-04-18,21,2103
2020-05-06,2020-04-18,18,2121
2020-05-07,2020-04-18,16,2137
2020-05-08,2020-04-18,13,2150
2020-05-09,2020-04-18,11,2161
2020-05-10,2020-04-18,10,2171
2020-05-11,2020-04-18,8,2179
2020-05-12,2020-04-18,7,2186
2020-05-13,2020-04-18,6,2192
2020-05-14,2020-04-18,5,2197
2020-05-15,2020-04-18,4,2201
2020-05-16,2020-04-18,4,2205
2020-05-17,2020-04-18,3,2208
2020-05-18,2020-04-18,2,2210
2020-03-11,2020-04-19,2,3
2020-03-12,2020-04-19,1,4
2020-03-13,2020-04-19,2,6
2020-03-14,2020-04-19,4,10
2020-03-15,2020-04-19,6,16
2020-03-16,2020-04-19,8,24
2020-03-17,2020-04-19,11,35
2020-03-18,2020-04-19,15,50
2020-03-19,2020-04-19,19,69
2020-03-20,2020-04-19,24,93
2020-03-21,2020-04-19,29,122
2020-03-22,2020-04-19,34,156
2020-03-23,2020-04-19,39,195
2020-03-24,2020-04-19,44,239
2020-03-25,2020-04-19,48,287
2020-03-26,2020-04-19,52,339
2020-03-27,2020-04-19,55,394
2020-03-28,2020-04-19,56,450
2020-03-29,2020-04-19,57,507
2020-03-30,2020-04-19,57,564
2020-03-31,2020-04-19,56,620
2020-04-01,2020-04-19,54,674
2020-04-02,2020-04-19,51,725
2020-04-03,2020-04-19,48,773
2020-04-04,2020-04-19,44,817
2020-04-05,2020-04-19,41,858
2020-04-06,2020-04-19,37,895
2020-04-07,2020-04-19,34,929
2020-04-08,2020-04-19,32,961
2020-04-09,2020-04-19,30,991
2020-04-10,2020-04-19,28,1019
2020-04-11,2020-04-19,28,1047
2020-04-12,2020-04-19,28,1075
2020-04-13,2020-04-19,29,1104
2020-04-14,2020-04-19,31,1135
2020-04-15,2020-04-19,34,1169
2020-04-16,2020-04-19,37,1206
2020-04-17,2020-04-19,41,1247
2020-04-18,2020-04-19,45,1292
2020-04-19,2020-04-19,48,1340
2020-04-20,2020-04-19,52,1392
2020-04-21,2020-04-19,54,1446
2020-04-22,2020-04-19,56,1502
2020-04-23,2020-04-19,58,1560
2020-04-24,2020-04-19,58,1618
2020-04-25,2020-04-19,57,1675
2020-04-26,2020-04-19,55,1730
2020-04-27,2020-04-19,53,1783
2020-04-28,2020-04-19,50,1833
2020-04-29,2020-04-19,47,1880
2020-04-30,2020-04-19,43,1923
2020-05-01,2020-04-19,39,1962
2020-05-02,2020-04-19,35,1997
2020-05-03,2020-04-19,31,2028
2020-05-04,2020-04-19,28,2056
2020-05-05,2020-04-19,25,2081
2020-05-06,2020-04-19,21,2102
2020-05-07,2020-04-19,19,2121
2020-05-08,2020-04-19,16,2137
2020-05-09,2020-04-19,14,2151
2020-05-10,2020-04-19,12,2163
2020-05-11,2020-04-19,10,2173
2020-05-12,2020-04-19,9,2182
2020-05-13,2020-04-19,8,2190
2020-05-14,2020-04-19,7,2197
2020-05-15,2020-04-19,6,2203
2020-05-16,2020-04-19,5,2208
2020-05-17,2020-04-19,4,2212
2020-05-18,2020-04-19,3,2215
2020-05-19,2020-04-19,3,2218
2020-03-11,2020-04-20,2,3
2020-03-12,2020-04-20,1,4
2020-03-13,2020-04-20,2,6
2020-03-14,2020-04-20,4,10
2020-03-15,2020-04-20,6,16
2020-03-16,2020-04-20,8,24
2020-03-17,2020-04-20,12,36
2020-03-18,2020-04-20,15,51
2020-03-19,2020-04-20,19,70
2020-03-20,2020-04-20,24,94
2020-03-21,2020-04-20,29,123
2020-03-22,2020-04-20,34,157
2020-03-23,2020-04-20,39,196
2020-03-24,2020-04-20,44,240
2020-03-25,2020-04-20,48,288
2020-03-26,2020-04-20,51,339
2020-03-27,2020-04-20,54,393
2020-03-28,2020-04-20,56,449
2020-03-29,2020-04-20,57,506
2020-03-30,2020-04-20,57,563
2020-03-31,2020-04-20,55,618
2020-04-01,2020-04-20,54,672
2020-04-02,2020-04-20,51,723
2020-04-03,2020-04-20,48,771
2020-04-04,2020-04-20,44,815
2020-04-05,2020-04-20,41,856
2020-04-06,2020-04-20,37,893
2020-04-07,2020-04-20,34,927
2020-04-08,2020-04-20,32,959
2020-04-09,2020-04-20,30,989
2020-04-10,2020-04-20,29,1018
2020-04-11,2020-04-20,28,1046
2020-04-12,2020-04-20,29,1075
2020-04-13,2020-04-20,29,1104
2020-04-14,2020-04-20,31,1135
2020-04-15,2020-04-20,33,1168
2020-04-16,2020-04-20,35,1203
2020-04-17,2020-04-20,37,1240
2020-04-18,2020-04-20,39,1279
2020-04-19,2020-04-20,41,1320
2020-04-20,2020-04-20,42,1362
2020-04-21,2020-04-20,42,1404
2020-04-22,2020-04-20,41,1445
2020-04-23,2020-04-20,40,1485
2020-04-24,2020-04-20,38,1523
2020-04-25,2020-04-20,35,1558
2020-04-26,2020-04-20,32,1590
2020-04-27,2020-04-20,29,1619
2020-04-28,2020-04-20,26,1645
2020-04-29,2020-04-20,23,1668
2020-04-30,2020-04-20,20,1688
2020-05-01,2020-04-20,18,1706
2020-05-02,2020-04-20,15,1721
2020-05-03,2020-04-20,13,1734
2020-05-04,2020-04-20,11,1745
2020-05-05,2020-04-20,9,1754
2020-05-06,2020-04-20,8,1762
2020-05-07,2020-04-20,7,1769
2020-05-08,2020-04-20,6,1775
2020-05-09,2020-04-20,5,1780
2020-05-10,2020-04-20,4,1784
2020-05-11,2020-04-20,3,1787
2020-05-12,2020-04-20,3,1790
2020-05-13,2020-04-20,2,1792
2020-05-14,2020-04-20,2,1794
2020-05-15,2020-04-20,2,1796
2020-05-16,2020-04-20,1,1797
2020-05-17,2020-04-20,1,1798
2020-05-18,2020-04-20,1,1799
2020-05-19,2020-04-20,1,1800
2020-05-20,2020-04-20,1,1801
2020-03-11,2020-04-21,2,3
2020-03-12,2020-04-21,2,5
2020-03-13,2020-04-21,3,8
2020-03-14,2020-04-21,5,13
2020-03-15,2020-04-21,7,20
2020-03-16,2020-04-21,10,30
2020-03-17,2020-04-21,13,43
2020-03-18,2020-04-21,17,60
2020-03-19,2020-04-21,21,81
2020-03-20,2020-04-21,25,106
2020-03-21,2020-04-21,30,136
2020-03-22,2020-04-21,34,170
2020-03-23,2020-04-21,38,208
2020-03-24,2020-04-21,42,250
2020-03-25,2020-04-21,46,296
2020-03-26,2020-04-21,49,345
2020-03-27,2020-04-21,51,396
2020-03-28,2020-04-21,53,449
2020-03-29,2020-04-21,54,503
2020-03-30,2020-04-21,54,557
2020-03-31,2020-04-21,53,610
2020-04-01,2020-04-21,52,662
2020-04-02,2020-04-21,50,712
2020-04-03,2020-04-21,48,760
2020-04-04,2020-04-21,46,806
2020-04-05,2020-04-21,43,849
2020-04-06,2020-04-21,40,889
2020-04-07,2020-04-21,37,926
2020-04-08,2020-04-21,34,960
2020-04-09,2020-04-21,31,991
2020-04-10,2020-04-21,29,1020
2020-04-11,2020-04-21,28,1048
2020-04-12,2020-04-21,27,1075
2020-04-13,2020-04-21,27,1102
2020-04-14,2020-04-21,28,1130
2020-04-15,2020-04-21,29,1159
2020-04-16,2020-04-21,30,1189
2020-04-17,2020-04-21,33,1222
2020-04-18,2020-04-21,35,1257
2020-04-19,2020-04-21,38,1295
2020-04-20,2020-04-21,41,1336
2020-04-21,2020-04-21,44,1380
2020-04-22,2020-04-21,47,1427
2020-04-23,2020-04-21,50,1477
2020-04-24,2020-04-21,52,1529
2020-04-25,2020-04-21,54,1583
2020-04-26,2020-04-21,55,1638
2020-04-27,2020-04-21,55,1693
2020-04-28,2020-04-21,55,1748
2020-04-29,2020-04-21,54,1802
2020-04-30,2020-04-21,53,1855
2020-05-01,2020-04-21,51,1906
2020-05-02,2020-04-21,49,1955
2020-05-03,2020-04-21,46,2001
2020-05-04,2020-04-21,43,2044
2020-05-05,2020-04-21,40,2084
2020-05-06,2020-04-21,37,2121
2020-05-07,2020-04-21,34,2155
2020-05-08,2020-04-21,31,2186
2020-05-09,2020-04-21,28,2214
2020-05-10,2020-04-21,25,2239
2020-05-11,2020-04-21,23,2262
2020-05-12,2020-04-21,20,2282
2020-05-13,2020-04-21,18,2300
2020-05-14,2020-04-21,16,2316
2020-05-15,2020-04-21,14,2330
2020-05-16,2020-04-21,13,2343
2020-05-17,2020-04-21,11,2354
2020-05-18,2020-04-21,10,2364
2020-05-19,2020-04-21,9,2373
2020-05-20,2020-04-21,8,2381
2020-05-21,2020-04-21,7,2388
2020-03-11,2020-04-22,2,3
2020-03-12,2020-04-22,1,4
2020-03-13,2020-04-22,2,6
2020-03-14,2020-04-22,4,10
2020-03-15,2020-04-22,6,16
2020-03-16,2020-04-22,8,24
2020-03-17,2020-04-22,11,35
2020-03-18,2020-04-22,15,50
2020-03-19,2020-04-22,19,69
2020-03-20,2020-04-22,24,93
2020-03-21,2020-04-22,29,122
2020-03-22,2020-04-22,34,156
2020-03-23,2020-04-22,39,195
2020-03-24,2020-04-22,44,239
2020-03-25,2020-04-22,48,287
2020-03-26,2020-04-22,52,339
2020-03-27,2020-04-22,54,393
2020-03-28,2020-04-22,56,449
2020-03-29,2020-04-22,57,506
2020-03-30,2020-04-22,57,563
2020-03-31,2020-04-22,56,619
2020-04-01,2020-04-22,54,673
2020-04-02,2020-04-22,51,724
2020-04-03,2020-04-22,48,772
2020-04-04,2020-04-22,44,816
2020-04-05,2020-04-22,40,856
2020-04-06,2020-04-22,37,893
2020-04-07,2020-04-22,34,927
2020-04-08,2020-04-22,32,959
2020-04-09,2020-04-22,30,989
2020-04-10,2020-04-22,29,1018
2020-04-11,2020-04-22,29,1047
2020-04-12,2020-04-22,29,1076
2020-04-13,2020-04-22,30,1106
2020-04-14,2020-04-22,31,1137
2020-04-15,2020-04-22,33,1170
2020-04-16,2020-04-22,34,1204
2020-04-17,2020-04-22,35,1239
2020-04-18,2020-04-22,36,1275
2020-04-19,2020-04-22,36,1311
2020-04-20,2020-04-22,35,1346
2020-04-21,2020-04-22,33,1379
2020-04-22,2020-04-22,31,1410
2020-04-23,2020-04-22,29,1439
2020-04-24,2020-04-22,26,1465
2020-04-25,2020-04-22,23,1488
2020-04-26,2020-04-22,20,1508
2020-04-27,2020-04-22,18,1526
2020-04-28,2020-04-22,15,1541
2020-04-29,2020-04-22,13,1554
2020-04-30,2020-04-22,11,1565
2020-05-01,2020-04-22,9,1574
2020-05-02,2020-04-22,8,1582
2020-05-03,2020-04-22,6,1588
2020-05-04,2020-04-22,5,1593
2020-05-05,2020-04-22,4,1597
2020-05-06,2020-04-22,4,1601
2020-05-07,2020-04-22,3,1604
2020-05-08,2020-04-22,2,1606
2020-05-09,2020-04-22,2,1608
2020-05-10,2020-04-22,2,1610
2020-05-11,2020-04-22,1,1611
2020-05-12,2020-04-22,1,1612
2020-05-13,2020-04-22,1,1613
2020-05-14,2020-04-22,1,1614
2020-05-15,2020-04-22,1,1615
2020-05-16,2020-04-22,1,1616
2020-05-17,2020-04-22,0,1616
2020-05-18,2020-04-22,0,1616
2020-05-19,2020-04-22,0,1616
2020-05-20,2020-04-22,0,1616
2020-05-21,2020-04-22,0,1616
2020-05-22,2020-04-22,0,1616
2020-03-11,2020-04-23,2,3
2020-03-12,2020-04-23,1,4
2020-03-13,2020-04-23,2,6
2020-03-14,2020-04-23,4,10
2020-03-15,2020-04-23,6,16
2020-03-16,2020-04-23,8,24
2020-03-17,2020-04-23,11,35
2020-03-18,2020-04-23,15,50
2020-03-19,2020-04-23,19,69
2020-03-20,2020-04-23,24,93
2020-03-21,2020-04-23,28,121
2020-03-22,2020-04-23,34,155
2020-03-23,2020-04-23,39,194
2020-03-24,2020-04-23,44,238
2020-03-25,2020-04-23,48,286
2020-03-26,2020-04-23,52,338
2020-03-27,2020-04-23,55,393
2020-03-28,2020-04-23,56,449
2020-03-29,2020-04-23,57,506
2020-03-30,2020-04-23,57,563
2020-03-31,2020-04-23,56,619
2020-04-01,2020-04-23,54,673
2020-04-02,2020-04-23,51,724
2020-04-03,2020-04-23,47,771
2020-04-04,2020-04-23,44,815
2020-04-05,2020-04-23,40,855
2020-04-06,2020-04-23,37,892
2020-04-07,2020-04-23,34,926
2020-04-08,2020-04-23,32,958
2020-04-09,2020-04-23,30,988
2020-04-10,2020-04-23,29,1017
2020-04-11,2020-04-23,29,1046
2020-04-12,2020-04-23,30,1076
2020-04-13,2020-04-23,30,1106
2020-04-14,2020-04-23,32,1138
2020-04-15,2020-04-23,33,1171
2020-04-16,2020-04-23,34,1205
2020-04-17,2020-04-23,34,1239
2020-04-18,2020-04-23,34,1273
2020-04-19,2020-04-23,34,1307
2020-04-20,2020-04-23,32,1339
2020-04-21,2020-04-23,30,1369
2020-04-22,2020-04-23,28,1397
2020-04-23,2020-04-23,25,1422
2020-04-24,2020-04-23,22,1444
2020-04-25,2020-04-23,20,1464
2020-04-26,2020-04-23,17,1481
2020-04-27,2020-04-23,15,1496
2020-04-28,2020-04-23,12,1508
2020-04-29,2020-04-23,10,1518
2020-04-30,2020-04-23,9,1527
2020-05-01,2020-04-23,7,1534
2020-05-02,2020-04-23,6,1540
2020-05-03,2020-04-23,5,1545
2020-05-04,2020-04-23,4,1549
2020-05-05,2020-04-23,3,1552
2020-05-06,2020-04-23,3,1555
2020-05-07,2020-04-23,2,1557
2020-05-08,2020-04-23,2,1559
2020-05-09,2020-04-23,2,1561
2020-05-10,2020-04-23,1,1562
2020-05-11,2020-04-23,1,1563
2020-05-12,2020-04-23,1,1564
2020-05-13,2020-04-23,1,1565
2020-05-14,2020-04-23,1,1566
2020-05-15,2020-04-23,0,1566
2020-05-16,2020-04-23,0,1566
2020-05-17,2020-04-23,0,1566
2020-05-18,2020-04-23,0,1566
2020-05-19,2020-04-23,0,1566
2020-05-20,2020-04-23,0,1566
2020-05-21,2020-04-23,0,1566
2020-05-22,2020-04-23,0,1566
2020-05-23,2020-04-23,0,1566
2020-03-11,2020-04-24,2,3
2020-03-12,2020-04-24,3,6
2020-03-13,2020-04-24,5,11
2020-03-14,2020-04-24,8,19
2020-03-15,2020-04-24,11,30
2020-03-16,2020-04-24,14,44
2020-03-17,2020-04-24,18,62
2020-03-18,2020-04-24,21,83
2020-03-19,2020-04-24,25,108
2020-03-20,2020-04-24,28,136
2020-03-21,2020-04-24,31,167
2020-03-22,2020-04-24,34,201
2020-03-23,2020-04-24,37,238
2020-03-24,2020-04-24,40,278
2020-03-25,2020-04-24,42,320
2020-03-26,2020-04-24,44,364
2020-03-27,2020-04-24,46,410
2020-03-28,2020-04-24,47,457
2020-03-29,2020-04-24,48,505
2020-03-30,2020-04-24,49,554
2020-03-31,2020-04-24,50,604
2020-04-01,2020-04-24,50,654
2020-04-02,2020-04-24,49,703
2020-04-03,2020-04-24,49,752
2020-04-04,2020-04-24,48,800
2020-04-05,2020-04-24,47,847
2020-04-06,2020-04-24,46,893
2020-04-07,2020-04-24,45,938
2020-04-08,2020-04-24,43,981
2020-04-09,2020-04-24,41,1022
2020-04-10,2020-04-24,40,1062
2020-04-11,2020-04-24,38,1100
2020-04-12,2020-04-24,36,1136
2020-04-13,2020-04-24,35,1171
2020-04-14,2020-04-24,33,1204
2020-04-15,2020-04-24,31,1235
2020-04-16,2020-04-24,29,1264
2020-04-17,2020-04-24,28,1292
2020-04-18,2020-04-24,26,1318
2020-04-19,2020-04-24,24,1342
2020-04-20,2020-04-24,23,1365
2020-04-21,2020-04-24,21,1386
2020-04-22,2020-04-24,20,1406
2020-04-23,2020-04-24,19,1425
2020-04-24,2020-04-24,17,1442
2020-04-25,2020-04-24,16,1458
2020-04-26,2020-04-24,15,1473
2020-04-27,2020-04-24,14,1487
2020-04-28,2020-04-24,13,1500
2020-04-29,2020-04-24,12,1512
2020-04-30,2020-04-24,11,1523
2020-05-01,2020-04-24,10,1533
2020-05-02,2020-04-24,9,1542
2020-05-03,2020-04-24,9,1551
2020-05-04,2020-04-24,8,1559
2020-05-05,2020-04-24,7,1566
2020-05-06,2020-04-24,7,1573
2020-05-07,2020-04-24,9,1582
2020-05-08,2020-04-24,11,1593
2020-05-09,2020-04-24,14,1607
2020-05-10,2020-04-24,16,1623
2020-05-11,2020-04-24,19,1642
2020-05-12,2020-04-24,22,1664
2020-05-13,2020-04-24,25,1689
2020-05-14,2020-04-24,28,1717
2020-05-15,2020-04-24,31,1748
2020-05-16,2020-04-24,34,1782
2020-05-17,2020-04-24,37,1819
2020-05-18,2020-04-24,39,1858
2020-05-19,2020-04-24,41,1899
2020-05-20,2020-04-24,43,1942
2020-05-21,2020-04-24,45,1987
2020-05-22,2020-04-24,46,2033
2020-05-23,2020-04-24,47,2080
2020-05-24,2020-04-24,47,2127
2020-03-11,2020-04-25,2,3
2020-03-12,2020-04-25,3,6
2020-03-13,2020-04-25,5,11
2020-03-14,2020-04-25,8,19
2020-03-15,2020-04-25,11,30
2020-03-16,2020-04-25,14,44
2020-03-17,2020-04-25,18,62
2020-03-18,2020-04-25,21,83
2020-03-19,2020-04-25,24,107
2020-03-20,2020-04-25,28,135
2020-03-21,2020-04-25,31,166
2020-03-22,2020-04-25,34,200
2020-03-23,2020-04-25,37,237
2020-03-24,2020-04-25,40,277
2020-03-25,2020-04-25,42,319
2020-03-26,2020-04-25,44,363
2020-03-27,2020-04-25,46,409
2020-03-28,2020-04-25,48,457
2020-03-29,2020-04-25,49,506
2020-03-30,2020-04-25,49,555
2020-03-31,2020-04-25,50,605
2020-04-01,2020-04-25,50,655
2020-04-02,2020-04-25,49,704
2020-04-03,2020-04-25,49,753
2020-04-04,2020-04-25,48,801
2020-04-05,2020-04-25,47,848
2020-04-06,2020-04-25,46,894
2020-04-07,2020-04-25,44,938
2020-04-08,2020-04-25,43,981
2020-04-09,2020-04-25,41,1022
2020-04-10,2020-04-25,40,1062
2020-04-11,2020-04-25,38,1100
2020-04-12,2020-04-25,36,1136
2020-04-13,2020-04-25,34,1170
2020-04-14,2020-04-25,32,1202
2020-04-15,2020-04-25,31,1233
2020-04-16,2020-04-25,29,1262
2020-04-17,2020-04-25,27,1289
2020-04-18,2020-04-25,26,1315
2020-04-19,2020-04-25,24,1339
2020-04-20,2020-04-25,22,1361
2020-04-21,2020-04-25,21,1382
2020-04-22,2020-04-25,20,1402
2020-04-23,2020-04-25,18,1420
2020-04-24,2020-04-25,17,1437
2020-04-25,2020-04-25,16,1453
2020-04-26,2020-04-25,15,1468
2020-04-27,2020-04-25,14,1482
2020-04-28,2020-04-25,13,1495
2020-04-29,2020-04-25,15,1510
2020-04-30,2020-04-25,16,1526
2020-05-01,2020-04-25,18,1544
2020-05-02,2020-04-25,21,1565
2020-05-03,2020-04-25,23,1588
2020-05-04,2020-04-25,26,1614
2020-05-05,2020-04-25,29,1643
2020-05-06,2020-04-25,32,1675
2020-05-07,2020-04-25,34,1709
2020-05-08,2020-04-25,37,1746
2020-05-09,2020-04-25,40,1786
2020-05-10,2020-04-25,42,1828
2020-05-11,2020-04-25,44,1872
2020-05-12,2020-04-25,46,1918
2020-05-13,2020-04-25,47,1965
2020-05-14,2020-04-25,49,2014
2020-05-15,2020-04-25,49,2063
2020-05-16,2020-04-25,50,2113
2020-05-17,2020-04-25,50,2163
2020-05-18,2020-04-25,50,2213
2020-05-19,2020-04-25,50,2263
2020-05-20,2020-04-25,49,2312
2020-05-21,2020-04-25,48,2360
2020-05-22,2020-04-25,47,2407
2020-05-23,2020-04-25,45,2452
2020-05-24,2020-04-25,44,2496
2020-05-25,2020-04-25,42,2538
2020-03-11,2020-04-26,2,3
2020-03-12,2020-04-26,3,6
2020-03-13,2020-04-26,5,11
2020-03-14,2020-04-26,8,19
2020-03-15,2020-04-26,11,30
2020-03-16,2020-04-26,14,44
2020-03-17,2020-04-26,17,61
2020-03-18,2020-04-26,21,82
2020-03-19,2020-04-26,24,106
2020-03-20,2020-04-26,28,134
2020-03-21,2020-04-26,31,165
2020-03-22,2020-04-26,34,199
2020-03-23,2020-04-26,37,236
2020-03-24,2020-04-26,40,276
2020-03-25,2020-04-26,42,318
2020-03-26,2020-04-26,44,362
2020-03-27,2020-04-26,46,408
2020-03-28,2020-04-26,48,456
2020-03-29,2020-04-26,49,505
2020-03-30,2020-04-26,49,554
2020-03-31,2020-04-26,50,604
2020-04-01,2020-04-26,50,654
2020-04-02,2020-04-26,50,704
2020-04-03,2020-04-26,49,753
2020-04-04,2020-04-26,48,801
2020-04-05,2020-04-26,47,848
2020-04-06,2020-04-26,46,894
2020-04-07,2020-04-26,44,938
2020-04-08,2020-04-26,43,981
2020-04-09,2020-04-26,41,1022
2020-04-10,2020-04-26,40,1062
2020-04-11,2020-04-26,38,1100
2020-04-12,2020-04-26,36,1136
2020-04-13,2020-04-26,34,1170
2020-04-14,2020-04-26,32,1202
2020-04-15,2020-04-26,30,1232
2020-04-16,2020-04-26,29,1261
2020-04-17,2020-04-26,27,1288
2020-04-18,2020-04-26,25,1313
2020-04-19,2020-04-26,24,1337
2020-04-20,2020-04-26,22,1359
2020-04-21,2020-04-26,21,1380
2020-04-22,2020-04-26,19,1399
2020-04-23,2020-04-26,18,1417
2020-04-24,2020-04-26,17,1434
2020-04-25,2020-04-26,15,1449
2020-04-26,2020-04-26,14,1463
2020-04-27,2020-04-26,13,1476
2020-04-28,2020-04-26,12,1488
2020-04-29,2020-04-26,11,1499
2020-04-30,2020-04-26,11,1510
2020-05-01,2020-04-26,10,1520
2020-05-02,2020-04-26,9,1529
2020-05-03,2020-04-26,8,1537
2020-05-04,2020-04-26,8,1545
2020-05-05,2020-04-26,7,1552
2020-05-06,2020-04-26,6,1558
2020-05-07,2020-04-26,6,1564
2020-05-08,2020-04-26,5,1569
2020-05-09,2020-04-26,5,1574
2020-05-10,2020-04-26,5,1579
2020-05-11,2020-04-26,4,1583
2020-05-12,2020-04-26,4,1587
2020-05-13,2020-04-26,4,1591
2020-05-14,2020-04-26,3,1594
2020-05-15,2020-04-26,3,1597
2020-05-16,2020-04-26,3,1600
2020-05-17,2020-04-26,3,1603
2020-05-18,2020-04-26,2,1605
2020-05-19,2020-04-26,2,1607
2020-05-20,2020-04-26,2,1609
2020-05-21,2020-04-26,2,1611
2020-05-22,2020-04-26,2,1613
2020-05-23,2020-04-26,2,1615
2020-05-24,2020-04-26,1,1616
2020-05-25,2020-04-26,1,1617
2020-05-26,2020-04-26,1,1618
2020-03-11,2020-04-27,2,3
2020-03-12,2020-04-27,3,6
2020-03-13,2020-04-27,5,11
2020-03-14,2020-04-27,8,19
2020-03-15,2020-04-27,11,30
2020-03-16,2020-04-27,14,44
2020-03-17,2020-04-27,17,61
2020-03-18,2020-04-27,21,82
2020-03-19,2020-04-27,24,106
2020-03-20,2020-04-27,28,134
2020-03-21,2020-04-27,31,165
2020-03-22,2020-04-27,34,199
2020-03-23,2020-04-27,37,236
2020-03-24,2020-04-27,40,276
2020-03-25,2020-04-27,43,319
2020-03-26,2020-04-27,45,364
2020-03-27,2020-04-27,46,410
2020-03-28,2020-04-27,48,458
2020-03-29,2020-04-27,49,507
2020-03-30,2020-04-27,50,557
2020-03-31,2020-04-27,50,607
2020-04-01,2020-04-27,50,657
2020-04-02,2020-04-27,50,707
2020-04-03,2020-04-27,49,756
2020-04-04,2020-04-27,48,804
2020-04-05,2020-04-27,47,851
2020-04-06,2020-04-27,46,897
2020-04-07,2020-04-27,44,941
2020-04-08,2020-04-27,43,984
2020-04-09,2020-04-27,41,1025
2020-04-10,2020-04-27,39,1064
2020-04-11,2020-04-27,37,1101
2020-04-12,2020-04-27,36,1137
2020-04-13,2020-04-27,34,1171
2020-04-14,2020-04-27,32,1203
2020-04-15,2020-04-27,30,1233
2020-04-16,2020-04-27,28,1261
2020-04-17,2020-04-27,27,1288
2020-04-18,2020-04-27,25,1313
2020-04-19,2020-04-27,23,1336
2020-04-20,2020-04-27,22,1358
2020-04-21,2020-04-27,20,1378
2020-04-22,2020-04-27,19,1397
2020-04-23,2020-04-27,17,1414
2020-04-24,2020-04-27,16,1430
2020-04-25,2020-04-27,15,1445
2020-04-26,2020-04-27,14,1459
2020-04-27,2020-04-27,13,1472
2020-04-28,2020-04-27,12,1484
2020-04-29,2020-04-27,11,1495
2020-04-30,2020-04-27,10,1505
2020-05-01,2020-04-27,9,1514
2020-05-02,2020-04-27,9,1523
2020-05-03,2020-04-27,8,1531
2020-05-04,2020-04-27,7,1538
2020-05-05,2020-04-27,7,1545
2020-05-06,2020-04-27,6,1551
2020-05-07,2020-04-27,6,1557
2020-05-08,2020-04-27,5,1562
2020-05-09,2020-04-27,5,1567
2020-05-10,2020-04-27,4,1571
2020-05-11,2020-04-27,4,1575
2020-05-12,2020-04-27,4,1579
2020-05-13,2020-04-27,3,1582
2020-05-14,2020-04-27,3,1585
2020-05-15,2020-04-27,3,1588
2020-05-16,2020-04-27,3,1591
2020-05-17,2020-04-27,2,1593
2020-05-18,2020-04-27,2,1595
2020-05-19,2020-04-27,2,1597
2020-05-20,2020-04-27,2,1599
2020-05-21,2020-04-27,2,1601
2020-05-22,2020-04-27,2,1603
2020-05-23,2020-04-27,1,1604
2020-05-24,2020-04-27,1,1605
2020-05-25,2020-04-27,1,1606
2020-05-26,2020-04-27,1,1607
2020-05-27,2020-04-27,1,1608
2020-03-11,2020-04-28,2,3
2020-03-12,2020-04-28,3,6
2020-03-13,2020-04-28,5,11
2020-03-14,2020-04-28,8,19
2020-03-15,2020-04-28,11,30
2020-03-16,2020-04-28,14,44
2020-03-17,2020-04-28,18,62
2020-03-18,2020-04-28,21,83
2020-03-19,2020-04-28,25,108
2020-03-20,2020-04-28,28,136
2020-03-21,2020-04-28,31,167
2020-03-22,2020-04-28,34,201
2020-03-23,2020-04-28,37,238
2020-03-24,2020-04-28,40,278
2020-03-25,2020-04-28,42,320
2020-03-26,2020-04-28,44,364
2020-03-27,2020-04-28,46,410
2020-03-28,2020-04-28,48,458
2020-03-29,2020-04-28,49,507
2020-03-30,2020-04-28,49,556
2020-03-31,2020-04-28,50,606
2020-04-01,2020-04-28,50,656
2020-04-02,2020-04-28,49,705
