"day","age_group","confirmed","confirmed_100k","confirmed_male","confirmed_male_100k","confirmed_female","confirmed_female_100k","other","total","population","population_male","population_female"
2020-06-28,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460
2020-06-28,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216
2020-06-28,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289
2020-06-29,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194
2020-06-29,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621
2020-06-29,"20-29",231,68,112,63.1,119,73.3,0,231,339736,177466,162270
2020-06-29,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267
2020-06-29,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849
2020-06-29,"50-59",410,97.8,147,74.8,263,118.2,0,410,419039,196469,222570
2020-06-29,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460
2020-06-29,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216
2020-06-29,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289
2020-06-30,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194
2020-06-30,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621
2020-06-30,"20-29",232,68.3,113,63.7,119,73.3,0,232,339736,177466,162270
2020-06-30,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267
2020-06-30,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849
2020-06-30,"50-59",410,97.8,147,74.8,263,118.2,0,410,419039,196469,222570
2020-06-30,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460
2020-06-30,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216
2020-06-30,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289
2020-07-01,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194
2020-07-01,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621
2020-07-01,"20-29",234,68.9,115,64.8,119,73.3,0,234,339736,177466,162270
2020-07-01,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267
2020-07-01,"40-49",303,82,129,70.2,174,93.6,0,303,369722,183873,185849
2020-07-01,"50-59",411,98.1,148,75.3,263,118.2,0,411,419039,196469,222570
2020-07-01,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460
2020-07-01,"70-79",142,59.9,66,80.8,76,49,0,142,236890,81674,155216
2020-07-01,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289
2020-07-02,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194
2020-07-02,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621
2020-07-02,"20-29",234,68.9,115,64.8,119,73.3,0,234,339736,177466,162270
2020-07-02,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267
2020-07-02,"40-49",303,82,129,70.2,174,93.6,0,303,369722,183873,185849
2020-07-02,"50-59",412,98.3,149,75.8,263,118.2,0,412,419039,196469,222570
2020-07-02,"60-69",270,76.9,113,76.5,157,77.2,0,270,351248,147788,203460
2020-07-02,"70-79",142,59.9,66,80.8,76,49,0,142,236890,81674,155216
2020-07-02,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289
2020-07-03,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194
2020-07-03,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621
2020-07-03,"20-29",235,69.2,115,64.8,120,74,0,235,339736,177466,162270
2020-07-03,"30-39",231,64.3,122,64.6,109,64,0,231,359239,188972,170267
2020-07-03,"40-49",303,82,129,70.2,174,93.6,0,303,369722,183873,185849
2020-07-03,"50-59",412,98.3,149,75.8,263,118.2,0,412,419039,196469,222570
