"administrative_level_2","administrative_level_3","age","age5","age10","population"
"Tauragės apskr.","Tauragės r.","85 ir vyresni","80+","80+",1099
"Telšių apskr.","Mažeikių r.","0","0-4","0-9",436
"Telšių apskr.","Mažeikių r.","1","0-4","0-9",516
"Telšių apskr.","Mažeikių r.","2","0-4","0-9",506
"Telšių apskr.","Mažeikių r.","3","0-4","0-9",506
"Telšių apskr.","Mažeikių r.","4","0-4","0-9",550
"Telšių apskr.","Mažeikių r.","5","5-9","0-9",597
"Telšių apskr.","Mažeikių r.","6","5-9","0-9",559
"Telšių apskr.","Mažeikių r.","7","5-9","0-9",567
"Telšių apskr.","Mažeikių r.","8","5-9","0-9",622
"Telšių apskr.","Mažeikių r.","9","5-9","0-9",590
"Telšių apskr.","Mažeikių r.","10","10-14","10-19",535
"Telšių apskr.","Mažeikių r.","11","10-14","10-19",534
"Telšių apskr.","Mažeikių r.","12","10-14","10-19",563
"Telšių apskr.","Mažeikių r.","13","10-14","10-19",507
"Telšių apskr.","Mažeikių r.","14","10-14","10-19",523
"Telšių apskr.","Mažeikių r.","15","15-19","10-19",493
"Telšių apskr.","Mažeikių r.","16","15-19","10-19",551
"Telšių apskr.","Mažeikių r.","17","15-19","10-19",515
"Telšių apskr.","Mažeikių r.","18","15-19","10-19",527
"Telšių apskr.","Mažeikių r.","19","15-19","10-19",533
"Telšių apskr.","Mažeikių r.","20","20-24","20-29",579
"Telšių apskr.","Mažeikių r.","21","20-24","20-29",682
"Telšių apskr.","Mažeikių r.","22","20-24","20-29",663
"Telšių apskr.","Mažeikių r.","23","20-24","20-29",595
"Telšių apskr.","Mažeikių r.","24","20-24","20-29",675
"Telšių apskr.","Mažeikių r.","25","25-29","20-29",649
"Telšių apskr.","Mažeikių r.","26","25-29","20-29",611
"Telšių apskr.","Mažeikių r.","27","25-29","20-29",703
"Telšių apskr.","Mažeikių r.","28","25-29","20-29",741
"Telšių apskr.","Mažeikių r.","29","25-29","20-29",556
"Telšių apskr.","Mažeikių r.","30","30-34","30-39",502
"Telšių apskr.","Mažeikių r.","31","30-34","30-39",475
"Telšių apskr.","Mažeikių r.","32","30-34","30-39",487
"Telšių apskr.","Mažeikių r.","33","30-34","30-39",500
"Telšių apskr.","Mažeikių r.","34","30-34","30-39",525
"Telšių apskr.","Mažeikių r.","35","35-39","30-39",483
"Telšių apskr.","Mažeikių r.","36","35-39","30-39",469
"Telšių apskr.","Mažeikių r.","37","35-39","30-39",447
"Telšių apskr.","Mažeikių r.","38","35-39","30-39",482
"Telšių apskr.","Mažeikių r.","39","35-39","30-39",536
"Telšių apskr.","Mažeikių r.","40","40-44","40-49",568
"Telšių apskr.","Mažeikių r.","41","40-44","40-49",578
"Telšių apskr.","Mažeikių r.","42","40-44","40-49",568
"Telšių apskr.","Mažeikių r.","43","40-44","40-49",611
"Telšių apskr.","Mažeikių r.","44","40-44","40-49",676
"Telšių apskr.","Mažeikių r.","45","45-49","40-49",690
"Telšių apskr.","Mažeikių r.","46","45-49","40-49",763
"Telšių apskr.","Mažeikių r.","47","45-49","40-49",776
"Telšių apskr.","Mažeikių r.","48","45-49","40-49",748
"Telšių apskr.","Mažeikių r.","49","45-49","40-49",851
"Telšių apskr.","Mažeikių r.","50","50-54","50-59",841
"Telšių apskr.","Mažeikių r.","51","50-54","50-59",789
"Telšių apskr.","Mažeikių r.","52","50-54","50-59",784
"Telšių apskr.","Mažeikių r.","53","50-54","50-59",805
"Telšių apskr.","Mažeikių r.","54","50-54","50-59",823
"Telšių apskr.","Mažeikių r.","55","55-59","50-59",761
"Telšių apskr.","Mažeikių r.","56","55-59","50-59",836
"Telšių apskr.","Mažeikių r.","57","55-59","50-59",822
"Telšių apskr.","Mažeikių r.","58","55-59","50-59",872
"Telšių apskr.","Mažeikių r.","59","55-59","50-59",929
"Telšių apskr.","Mažeikių r.","60","60-64","60-69",903
"Telšių apskr.","Mažeikių r.","61","60-64","60-69",861
"Telšių apskr.","Mažeikių r.","62","60-64","60-69",881
"Telšių apskr.","Mažeikių r.","63","60-64","60-69",793
"Telšių apskr.","Mažeikių r.","64","60-64","60-69",678
"Telšių apskr.","Mažeikių r.","65","65-69","60-69",734
"Telšių apskr.","Mažeikių r.","66","65-69","60-69",583
"Telšių apskr.","Mažeikių r.","67","65-69","60-69",556
"Telšių apskr.","Mažeikių r.","68","65-69","60-69",576
"Telšių apskr.","Mažeikių r.","69","65-69","60-69",535
"Telšių apskr.","Mažeikių r.","70","70-74","70-79",556
"Telšių apskr.","Mažeikių r.","71","70-74","70-79",518
"Telšių apskr.","Mažeikių r.","72","70-74","70-79",511
"Telšių apskr.","Mažeikių r.","73","70-74","70-79",416
"Telšių apskr.","Mažeikių r.","74","70-74","70-79",379
"Telšių apskr.","Mažeikių r.","75","75-79","70-79",401
"Telšių apskr.","Mažeikių r.","76","75-79","70-79",303
"Telšių apskr.","Mažeikių r.","77","75-79","70-79",333
"Telšių apskr.","Mažeikių r.","78","75-79","70-79",342
"Telšių apskr.","Mažeikių r.","79","75-79","70-79",350
"Telšių apskr.","Mažeikių r.","80","80+","80+",302
"Telšių apskr.","Mažeikių r.","81","80+","80+",269
"Telšių apskr.","Mažeikių r.","82","80+","80+",222
"Telšių apskr.","Mažeikių r.","83","80+","80+",251
"Telšių apskr.","Mažeikių r.","84","80+","80+",236
"Telšių apskr.","Mažeikių r.","85 ir vyresni","80+","80+",1119
"Telšių apskr.","Plungės r.","0","0-4","0-9",301
"Telšių apskr.","Plungės r.","1","0-4","0-9",359
"Telšių apskr.","Plungės r.","2","0-4","0-9",347
"Telšių apskr.","Plungės r.","3","0-4","0-9",336
"Telšių apskr.","Plungės r.","4","0-4","0-9",386
"Telšių apskr.","Plungės r.","5","5-9","0-9",379
"Telšių apskr.","Plungės r.","6","5-9","0-9",302
"Telšių apskr.","Plungės r.","7","5-9","0-9",366
"Telšių apskr.","Plungės r.","8","5-9","0-9",362
"Telšių apskr.","Plungės r.","9","5-9","0-9",328
"Telšių apskr.","Plungės r.","10","10-14","10-19",318
"Telšių apskr.","Plungės r.","11","10-14","10-19",287
"Telšių apskr.","Plungės r.","12","10-14","10-19",345
"Telšių apskr.","Plungės r.","13","10-14","10-19",341
"Telšių apskr.","Plungės r.","14","10-14","10-19",303
"Telšių apskr.","Plungės r.","15","15-19","10-19",291
"Telšių apskr.","Plungės r.","16","15-19","10-19",353
"Telšių apskr.","Plungės r.","17","15-19","10-19",384
"Telšių apskr.","Plungės r.","18","15-19","10-19",333
"Telšių apskr.","Plungės r.","19","15-19","10-19",351
"Telšių apskr.","Plungės r.","20","20-24","20-29",380
"Telšių apskr.","Plungės r.","21","20-24","20-29",438
"Telšių apskr.","Plungės r.","22","20-24","20-29",436
"Telšių apskr.","Plungės r.","23","20-24","20-29",477
"Telšių apskr.","Plungės r.","24","20-24","20-29",432
"Telšių apskr.","Plungės r.","25","25-29","20-29",452
"Telšių apskr.","Plungės r.","26","25-29","20-29",462
"Telšių apskr.","Plungės r.","27","25-29","20-29",485
"Telšių apskr.","Plungės r.","28","25-29","20-29",515
"Telšių apskr.","Plungės r.","29","25-29","20-29",406
"Telšių apskr.","Plungės r.","30","30-34","30-39",300
"Telšių apskr.","Plungės r.","31","30-34","30-39",306
"Telšių apskr.","Plungės r.","32","30-34","30-39",281
"Telšių apskr.","Plungės r.","33","30-34","30-39",308
"Telšių apskr.","Plungės r.","34","30-34","30-39",290
"Telšių apskr.","Plungės r.","35","35-39","30-39",288
"Telšių apskr.","Plungės r.","36","35-39","30-39",284
"Telšių apskr.","Plungės r.","37","35-39","30-39",253
"Telšių apskr.","Plungės r.","38","35-39","30-39",254
"Telšių apskr.","Plungės r.","39","35-39","30-39",282
"Telšių apskr.","Plungės r.","40","40-44","40-49",265
"Telšių apskr.","Plungės r.","41","40-44","40-49",304
"Telšių apskr.","Plungės r.","42","40-44","40-49",307
"Telšių apskr.","Plungės r.","43","40-44","40-49",364
"Telšių apskr.","Plungės r.","44","40-44","40-49",408
"Telšių apskr.","Plungės r.","45","45-49","40-49",405
"Telšių apskr.","Plungės r.","46","45-49","40-49",427
"Telšių apskr.","Plungės r.","47","45-49","40-49",492
"Telšių apskr.","Plungės r.","48","45-49","40-49",541
"Telšių apskr.","Plungės r.","49","45-49","40-49",550
"Telšių apskr.","Plungės r.","50","50-54","50-59",533
"Telšių apskr.","Plungės r.","51","50-54","50-59",543
"Telšių apskr.","Plungės r.","52","50-54","50-59",536
"Telšių apskr.","Plungės r.","53","50-54","50-59",541
"Telšių apskr.","Plungės r.","54","50-54","50-59",505
"Telšių apskr.","Plungės r.","55","55-59","50-59",527
"Telšių apskr.","Plungės r.","56","55-59","50-59",533
"Telšių apskr.","Plungės r.","57","55-59","50-59",523
"Telšių apskr.","Plungės r.","58","55-59","50-59",523
"Telšių apskr.","Plungės r.","59","55-59","50-59",540
"Telšių apskr.","Plungės r.","60","60-64","60-69",494
"Telšių apskr.","Plungės r.","61","60-64","60-69",516
"Telšių apskr.","Plungės r.","62","60-64","60-69",490
"Telšių apskr.","Plungės r.","63","60-64","60-69",478
"Telšių apskr.","Plungės r.","64","60-64","60-69",411
"Telšių apskr.","Plungės r.","65","65-69","60-69",433
"Telšių apskr.","Plungės r.","66","65-69","60-69",380
"Telšių apskr.","Plungės r.","67","65-69","60-69",342
"Telšių apskr.","Plungės r.","68","65-69","60-69",353
"Telšių apskr.","Plungės r.","69","65-69","60-69",334
"Telšių apskr.","Plungės r.","70","70-74","70-79",349
"Telšių apskr.","Plungės r.","71","70-74","70-79",373
"Telšių apskr.","Plungės r.","72","70-74","70-79",312
"Telšių apskr.","Plungės r.","73","70-74","70-79",265
"Telšių apskr.","Plungės r.","74","70-74","70-79",238
"Telšių apskr.","Plungės r.","75","75-79","70-79",277
"Telšių apskr.","Plungės r.","76","75-79","70-79",264
"Telšių apskr.","Plungės r.","77","75-79","70-79",275
"Telšių apskr.","Plungės r.","78","75-79","70-79",274
"Telšių apskr.","Plungės r.","79","75-79","70-79",264
"Telšių apskr.","Plungės r.","80","80+","80+",245
"Telšių apskr.","Plungės r.","81","80+","80+",228
"Telšių apskr.","Plungės r.","82","80+","80+",229
"Telšių apskr.","Plungės r.","83","80+","80+",181
"Telšių apskr.","Plungės r.","84","80+","80+",217
"Telšių apskr.","Plungės r.","85 ir vyresni","80+","80+",945
"Telšių apskr.","Rietavo","0","0-4","0-9",76
"Telšių apskr.","Rietavo","1","0-4","0-9",66
"Telšių apskr.","Rietavo","2","0-4","0-9",80
"Telšių apskr.","Rietavo","3","0-4","0-9",76
"Telšių apskr.","Rietavo","4","0-4","0-9",70
"Telšių apskr.","Rietavo","5","5-9","0-9",78
"Telšių apskr.","Rietavo","6","5-9","0-9",69
"Telšių apskr.","Rietavo","7","5-9","0-9",96
"Telšių apskr.","Rietavo","8","5-9","0-9",88
"Telšių apskr.","Rietavo","9","5-9","0-9",75
"Telšių apskr.","Rietavo","10","10-14","10-19",59
"Telšių apskr.","Rietavo","11","10-14","10-19",63
"Telšių apskr.","Rietavo","12","10-14","10-19",74
"Telšių apskr.","Rietavo","13","10-14","10-19",67
"Telšių apskr.","Rietavo","14","10-14","10-19",61
"Telšių apskr.","Rietavo","15","15-19","10-19",65
"Telšių apskr.","Rietavo","16","15-19","10-19",63
"Telšių apskr.","Rietavo","17","15-19","10-19",83
"Telšių apskr.","Rietavo","18","15-19","10-19",88
"Telšių apskr.","Rietavo","19","15-19","10-19",75
"Telšių apskr.","Rietavo","20","20-24","20-29",113
"Telšių apskr.","Rietavo","21","20-24","20-29",102
"Telšių apskr.","Rietavo","22","20-24","20-29",90
"Telšių apskr.","Rietavo","23","20-24","20-29",109
"Telšių apskr.","Rietavo","24","20-24","20-29",102
"Telšių apskr.","Rietavo","25","25-29","20-29",93
"Telšių apskr.","Rietavo","26","25-29","20-29",118
"Telšių apskr.","Rietavo","27","25-29","20-29",113
"Telšių apskr.","Rietavo","28","25-29","20-29",115
"Telšių apskr.","Rietavo","29","25-29","20-29",98
"Telšių apskr.","Rietavo","30","30-34","30-39",90
"Telšių apskr.","Rietavo","31","30-34","30-39",113
"Telšių apskr.","Rietavo","32","30-34","30-39",87
"Telšių apskr.","Rietavo","33","30-34","30-39",75
"Telšių apskr.","Rietavo","34","30-34","30-39",59
"Telšių apskr.","Rietavo","35","35-39","30-39",57
"Telšių apskr.","Rietavo","36","35-39","30-39",40
"Telšių apskr.","Rietavo","37","35-39","30-39",55
"Telšių apskr.","Rietavo","38","35-39","30-39",40
"Telšių apskr.","Rietavo","39","35-39","30-39",44
"Telšių apskr.","Rietavo","40","40-44","40-49",64
"Telšių apskr.","Rietavo","41","40-44","40-49",62
"Telšių apskr.","Rietavo","42","40-44","40-49",86
"Telšių apskr.","Rietavo","43","40-44","40-49",63
"Telšių apskr.","Rietavo","44","40-44","40-49",61
"Telšių apskr.","Rietavo","45","45-49","40-49",82
"Telšių apskr.","Rietavo","46","45-49","40-49",88
"Telšių apskr.","Rietavo","47","45-49","40-49",82
"Telšių apskr.","Rietavo","48","45-49","40-49",92
"Telšių apskr.","Rietavo","49","45-49","40-49",103
"Telšių apskr.","Rietavo","50","50-54","50-59",113
"Telšių apskr.","Rietavo","51","50-54","50-59",95
"Telšių apskr.","Rietavo","52","50-54","50-59",103
"Telšių apskr.","Rietavo","53","50-54","50-59",119
"Telšių apskr.","Rietavo","54","50-54","50-59",122
"Telšių apskr.","Rietavo","55","55-59","50-59",133
"Telšių apskr.","Rietavo","56","55-59","50-59",120
"Telšių apskr.","Rietavo","57","55-59","50-59",121
"Telšių apskr.","Rietavo","58","55-59","50-59",121
"Telšių apskr.","Rietavo","59","55-59","50-59",144
"Telšių apskr.","Rietavo","60","60-64","60-69",100
"Telšių apskr.","Rietavo","61","60-64","60-69",106
"Telšių apskr.","Rietavo","62","60-64","60-69",137
"Telšių apskr.","Rietavo","63","60-64","60-69",108
"Telšių apskr.","Rietavo","64","60-64","60-69",95
"Telšių apskr.","Rietavo","65","65-69","60-69",93
"Telšių apskr.","Rietavo","66","65-69","60-69",86
"Telšių apskr.","Rietavo","67","65-69","60-69",76
"Telšių apskr.","Rietavo","68","65-69","60-69",82
"Telšių apskr.","Rietavo","69","65-69","60-69",78
"Telšių apskr.","Rietavo","70","70-74","70-79",63
"Telšių apskr.","Rietavo","71","70-74","70-79",81
"Telšių apskr.","Rietavo","72","70-74","70-79",62
"Telšių apskr.","Rietavo","73","70-74","70-79",54
"Telšių apskr.","Rietavo","74","70-74","70-79",44
"Telšių apskr.","Rietavo","75","75-79","70-79",40
"Telšių apskr.","Rietavo","76","75-79","70-79",60
"Telšių apskr.","Rietavo","77","75-79","70-79",63
"Telšių apskr.","Rietavo","78","75-79","70-79",59
"Telšių apskr.","Rietavo","79","75-79","70-79",61
"Telšių apskr.","Rietavo","80","80+","80+",55
"Telšių apskr.","Rietavo","81","80+","80+",62
"Telšių apskr.","Rietavo","82","80+","80+",41
"Telšių apskr.","Rietavo","83","80+","80+",65
"Telšių apskr.","Rietavo","84","80+","80+",42
"Telšių apskr.","Rietavo","85 ir vyresni","80+","80+",206
"Telšių apskr.","Telšių r.","0","0-4","0-9",320
"Telšių apskr.","Telšių r.","1","0-4","0-9",359
"Telšių apskr.","Telšių r.","2","0-4","0-9",328
"Telšių apskr.","Telšių r.","3","0-4","0-9",374
"Telšių apskr.","Telšių r.","4","0-4","0-9",385
"Telšių apskr.","Telšių r.","5","5-9","0-9",415
"Telšių apskr.","Telšių r.","6","5-9","0-9",409
"Telšių apskr.","Telšių r.","7","5-9","0-9",428
"Telšių apskr.","Telšių r.","8","5-9","0-9",411
"Telšių apskr.","Telšių r.","9","5-9","0-9",407
"Telšių apskr.","Telšių r.","10","10-14","10-19",340
"Telšių apskr.","Telšių r.","11","10-14","10-19",419
"Telšių apskr.","Telšių r.","12","10-14","10-19",372
"Telšių apskr.","Telšių r.","13","10-14","10-19",337
"Telšių apskr.","Telšių r.","14","10-14","10-19",406
"Telšių apskr.","Telšių r.","15","15-19","10-19",373
"Telšių apskr.","Telšių r.","16","15-19","10-19",395
"Telšių apskr.","Telšių r.","17","15-19","10-19",416
"Telšių apskr.","Telšių r.","18","15-19","10-19",415
"Telšių apskr.","Telšių r.","19","15-19","10-19",438
"Telšių apskr.","Telšių r.","20","20-24","20-29",454
"Telšių apskr.","Telšių r.","21","20-24","20-29",500
"Telšių apskr.","Telšių r.","22","20-24","20-29",481
"Telšių apskr.","Telšių r.","23","20-24","20-29",493
"Telšių apskr.","Telšių r.","24","20-24","20-29",495
"Telšių apskr.","Telšių r.","25","25-29","20-29",528
"Telšių apskr.","Telšių r.","26","25-29","20-29",536
"Telšių apskr.","Telšių r.","27","25-29","20-29",549
"Telšių apskr.","Telšių r.","28","25-29","20-29",588
"Telšių apskr.","Telšių r.","29","25-29","20-29",422
"Telšių apskr.","Telšių r.","30","30-34","30-39",413
"Telšių apskr.","Telšių r.","31","30-34","30-39",370
"Telšių apskr.","Telšių r.","32","30-34","30-39",352
"Telšių apskr.","Telšių r.","33","30-34","30-39",371
"Telšių apskr.","Telšių r.","34","30-34","30-39",390
"Telšių apskr.","Telšių r.","35","35-39","30-39",299
"Telšių apskr.","Telšių r.","36","35-39","30-39",285
"Telšių apskr.","Telšių r.","37","35-39","30-39",287
"Telšių apskr.","Telšių r.","38","35-39","30-39",321
"Telšių apskr.","Telšių r.","39","35-39","30-39",308
"Telšių apskr.","Telšių r.","40","40-44","40-49",361
"Telšių apskr.","Telšių r.","41","40-44","40-49",390
"Telšių apskr.","Telšių r.","42","40-44","40-49",387
"Telšių apskr.","Telšių r.","43","40-44","40-49",425
"Telšių apskr.","Telšių r.","44","40-44","40-49",484
"Telšių apskr.","Telšių r.","45","45-49","40-49",467
"Telšių apskr.","Telšių r.","46","45-49","40-49",507
"Telšių apskr.","Telšių r.","47","45-49","40-49",487
"Telšių apskr.","Telšių r.","48","45-49","40-49",588
"Telšių apskr.","Telšių r.","49","45-49","40-49",620
"Telšių apskr.","Telšių r.","50","50-54","50-59",584
"Telšių apskr.","Telšių r.","51","50-54","50-59",549
"Telšių apskr.","Telšių r.","52","50-54","50-59",566
"Telšių apskr.","Telšių r.","53","50-54","50-59",577
"Telšių apskr.","Telšių r.","54","50-54","50-59",635
"Telšių apskr.","Telšių r.","55","55-59","50-59",590
"Telšių apskr.","Telšių r.","56","55-59","50-59",631
"Telšių apskr.","Telšių r.","57","55-59","50-59",598
"Telšių apskr.","Telšių r.","58","55-59","50-59",645
"Telšių apskr.","Telšių r.","59","55-59","50-59",676
"Telšių apskr.","Telšių r.","60","60-64","60-69",668
"Telšių apskr.","Telšių r.","61","60-64","60-69",676
"Telšių apskr.","Telšių r.","62","60-64","60-69",674
"Telšių apskr.","Telšių r.","63","60-64","60-69",591
"Telšių apskr.","Telšių r.","64","60-64","60-69",560
"Telšių apskr.","Telšių r.","65","65-69","60-69",552
"Telšių apskr.","Telšių r.","66","65-69","60-69",437
"Telšių apskr.","Telšių r.","67","65-69","60-69",462
"Telšių apskr.","Telšių r.","68","65-69","60-69",468
"Telšių apskr.","Telšių r.","69","65-69","60-69",424
"Telšių apskr.","Telšių r.","70","70-74","70-79",470
"Telšių apskr.","Telšių r.","71","70-74","70-79",446
"Telšių apskr.","Telšių r.","72","70-74","70-79",408
"Telšių apskr.","Telšių r.","73","70-74","70-79",334
"Telšių apskr.","Telšių r.","74","70-74","70-79",366
"Telšių apskr.","Telšių r.","75","75-79","70-79",348
"Telšių apskr.","Telšių r.","76","75-79","70-79",290
"Telšių apskr.","Telšių r.","77","75-79","70-79",343
"Telšių apskr.","Telšių r.","78","75-79","70-79",351
"Telšių apskr.","Telšių r.","79","75-79","70-79",338
"Telšių apskr.","Telšių r.","80","80+","80+",315
"Telšių apskr.","Telšių r.","81","80+","80+",309
"Telšių apskr.","Telšių r.","82","80+","80+",280
"Telšių apskr.","Telšių r.","83","80+","80+",250
"Telšių apskr.","Telšių r.","84","80+","80+",263
"Telšių apskr.","Telšių r.","85 ir vyresni","80+","80+",1180
"Utenos apskr.","Anykščių r.","0","0-4","0-9",139
"Utenos apskr.","Anykščių r.","1","0-4","0-9",149
"Utenos apskr.","Anykščių r.","2","0-4","0-9",162
"Utenos apskr.","Anykščių r.","3","0-4","0-9",159
"Utenos apskr.","Anykščių r.","4","0-4","0-9",189
"Utenos apskr.","Anykščių r.","5","5-9","0-9",184
"Utenos apskr.","Anykščių r.","6","5-9","0-9",193
"Utenos apskr.","Anykščių r.","7","5-9","0-9",172
"Utenos apskr.","Anykščių r.","8","5-9","0-9",178
"Utenos apskr.","Anykščių r.","9","5-9","0-9",171
"Utenos apskr.","Anykščių r.","10","10-14","10-19",151
"Utenos apskr.","Anykščių r.","11","10-14","10-19",127
"Utenos apskr.","Anykščių r.","12","10-14","10-19",165
"Utenos apskr.","Anykščių r.","13","10-14","10-19",156
"Utenos apskr.","Anykščių r.","14","10-14","10-19",165
"Utenos apskr.","Anykščių r.","15","15-19","10-19",209
"Utenos apskr.","Anykščių r.","16","15-19","10-19",221
"Utenos apskr.","Anykščių r.","17","15-19","10-19",191
"Utenos apskr.","Anykščių r.","18","15-19","10-19",213
"Utenos apskr.","Anykščių r.","19","15-19","10-19",213
"Utenos apskr.","Anykščių r.","20","20-24","20-29",271
"Utenos apskr.","Anykščių r.","21","20-24","20-29",269
"Utenos apskr.","Anykščių r.","22","20-24","20-29",264
"Utenos apskr.","Anykščių r.","23","20-24","20-29",277
"Utenos apskr.","Anykščių r.","24","20-24","20-29",275
"Utenos apskr.","Anykščių r.","25","25-29","20-29",254
"Utenos apskr.","Anykščių r.","26","25-29","20-29",263
"Utenos apskr.","Anykščių r.","27","25-29","20-29",307
"Utenos apskr.","Anykščių r.","28","25-29","20-29",295
"Utenos apskr.","Anykščių r.","29","25-29","20-29",281
"Utenos apskr.","Anykščių r.","30","30-34","30-39",188
"Utenos apskr.","Anykščių r.","31","30-34","30-39",198
"Utenos apskr.","Anykščių r.","32","30-34","30-39",198
"Utenos apskr.","Anykščių r.","33","30-34","30-39",157
"Utenos apskr.","Anykščių r.","34","30-34","30-39",182
"Utenos apskr.","Anykščių r.","35","35-39","30-39",132
"Utenos apskr.","Anykščių r.","36","35-39","30-39",131
"Utenos apskr.","Anykščių r.","37","35-39","30-39",137
"Utenos apskr.","Anykščių r.","38","35-39","30-39",165
"Utenos apskr.","Anykščių r.","39","35-39","30-39",166
"Utenos apskr.","Anykščių r.","40","40-44","40-49",162
"Utenos apskr.","Anykščių r.","41","40-44","40-49",182
"Utenos apskr.","Anykščių r.","42","40-44","40-49",226
"Utenos apskr.","Anykščių r.","43","40-44","40-49",210
"Utenos apskr.","Anykščių r.","44","40-44","40-49",228
"Utenos apskr.","Anykščių r.","45","45-49","40-49",262
"Utenos apskr.","Anykščių r.","46","45-49","40-49",277
"Utenos apskr.","Anykščių r.","47","45-49","40-49",286
"Utenos apskr.","Anykščių r.","48","45-49","40-49",307
"Utenos apskr.","Anykščių r.","49","45-49","40-49",344
"Utenos apskr.","Anykščių r.","50","50-54","50-59",376
"Utenos apskr.","Anykščių r.","51","50-54","50-59",379
"Utenos apskr.","Anykščių r.","52","50-54","50-59",362
"Utenos apskr.","Anykščių r.","53","50-54","50-59",427
"Utenos apskr.","Anykščių r.","54","50-54","50-59",394
"Utenos apskr.","Anykščių r.","55","55-59","50-59",430
"Utenos apskr.","Anykščių r.","56","55-59","50-59",441
"Utenos apskr.","Anykščių r.","57","55-59","50-59",430
"Utenos apskr.","Anykščių r.","58","55-59","50-59",463
"Utenos apskr.","Anykščių r.","59","55-59","50-59",473
"Utenos apskr.","Anykščių r.","60","60-64","60-69",424
"Utenos apskr.","Anykščių r.","61","60-64","60-69",438
"Utenos apskr.","Anykščių r.","62","60-64","60-69",369
"Utenos apskr.","Anykščių r.","63","60-64","60-69",374
"Utenos apskr.","Anykščių r.","64","60-64","60-69",300
"Utenos apskr.","Anykščių r.","65","65-69","60-69",373
"Utenos apskr.","Anykščių r.","66","65-69","60-69",277
"Utenos apskr.","Anykščių r.","67","65-69","60-69",316
"Utenos apskr.","Anykščių r.","68","65-69","60-69",265
"Utenos apskr.","Anykščių r.","69","65-69","60-69",290
"Utenos apskr.","Anykščių r.","70","70-74","70-79",271
"Utenos apskr.","Anykščių r.","71","70-74","70-79",285
"Utenos apskr.","Anykščių r.","72","70-74","70-79",273
"Utenos apskr.","Anykščių r.","73","70-74","70-79",212
"Utenos apskr.","Anykščių r.","74","70-74","70-79",219
"Utenos apskr.","Anykščių r.","75","75-79","70-79",259
"Utenos apskr.","Anykščių r.","76","75-79","70-79",219
"Utenos apskr.","Anykščių r.","77","75-79","70-79",262
"Utenos apskr.","Anykščių r.","78","75-79","70-79",269
"Utenos apskr.","Anykščių r.","79","75-79","70-79",273
"Utenos apskr.","Anykščių r.","80","80+","80+",233
"Utenos apskr.","Anykščių r.","81","80+","80+",254
"Utenos apskr.","Anykščių r.","82","80+","80+",235
"Utenos apskr.","Anykščių r.","83","80+","80+",212
"Utenos apskr.","Anykščių r.","84","80+","80+",205
"Utenos apskr.","Anykščių r.","85 ir vyresni","80+","80+",940
"Utenos apskr.","Ignalinos r.","0","0-4","0-9",76
"Utenos apskr.","Ignalinos r.","1","0-4","0-9",83
"Utenos apskr.","Ignalinos r.","2","0-4","0-9",109
"Utenos apskr.","Ignalinos r.","3","0-4","0-9",97
"Utenos apskr.","Ignalinos r.","4","0-4","0-9",107
"Utenos apskr.","Ignalinos r.","5","5-9","0-9",109
"Utenos apskr.","Ignalinos r.","6","5-9","0-9",104
"Utenos apskr.","Ignalinos r.","7","5-9","0-9",116
"Utenos apskr.","Ignalinos r.","8","5-9","0-9",115
"Utenos apskr.","Ignalinos r.","9","5-9","0-9",112
"Utenos apskr.","Ignalinos r.","10","10-14","10-19",102
"Utenos apskr.","Ignalinos r.","11","10-14","10-19",108
"Utenos apskr.","Ignalinos r.","12","10-14","10-19",134
"Utenos apskr.","Ignalinos r.","13","10-14","10-19",85
"Utenos apskr.","Ignalinos r.","14","10-14","10-19",85
"Utenos apskr.","Ignalinos r.","15","15-19","10-19",113
"Utenos apskr.","Ignalinos r.","16","15-19","10-19",119
"Utenos apskr.","Ignalinos r.","17","15-19","10-19",136
"Utenos apskr.","Ignalinos r.","18","15-19","10-19",146
"Utenos apskr.","Ignalinos r.","19","15-19","10-19",140
"Utenos apskr.","Ignalinos r.","20","20-24","20-29",167
"Utenos apskr.","Ignalinos r.","21","20-24","20-29",136
"Utenos apskr.","Ignalinos r.","22","20-24","20-29",150
"Utenos apskr.","Ignalinos r.","23","20-24","20-29",166
"Utenos apskr.","Ignalinos r.","24","20-24","20-29",139
"Utenos apskr.","Ignalinos r.","25","25-29","20-29",189
"Utenos apskr.","Ignalinos r.","26","25-29","20-29",149
"Utenos apskr.","Ignalinos r.","27","25-29","20-29",191
"Utenos apskr.","Ignalinos r.","28","25-29","20-29",178
"Utenos apskr.","Ignalinos r.","29","25-29","20-29",146
"Utenos apskr.","Ignalinos r.","30","30-34","30-39",151
"Utenos apskr.","Ignalinos r.","31","30-34","30-39",117
"Utenos apskr.","Ignalinos r.","32","30-34","30-39",107
"Utenos apskr.","Ignalinos r.","33","30-34","30-39",95
"Utenos apskr.","Ignalinos r.","34","30-34","30-39",91
"Utenos apskr.","Ignalinos r.","35","35-39","30-39",106
"Utenos apskr.","Ignalinos r.","36","35-39","30-39",68
"Utenos apskr.","Ignalinos r.","37","35-39","30-39",91
"Utenos apskr.","Ignalinos r.","38","35-39","30-39",94
"Utenos apskr.","Ignalinos r.","39","35-39","30-39",99
"Utenos apskr.","Ignalinos r.","40","40-44","40-49",126
"Utenos apskr.","Ignalinos r.","41","40-44","40-49",110
