"administrative_level_2","administrative_level_3","age","age5","age10","population"
"Utenos apskr.","Ignalinos r.","42","40-44","40-49",131
"Utenos apskr.","Ignalinos r.","43","40-44","40-49",145
"Utenos apskr.","Ignalinos r.","44","40-44","40-49",168
"Utenos apskr.","Ignalinos r.","45","45-49","40-49",178
"Utenos apskr.","Ignalinos r.","46","45-49","40-49",175
"Utenos apskr.","Ignalinos r.","47","45-49","40-49",199
"Utenos apskr.","Ignalinos r.","48","45-49","40-49",222
"Utenos apskr.","Ignalinos r.","49","45-49","40-49",222
"Utenos apskr.","Ignalinos r.","50","50-54","50-59",213
"Utenos apskr.","Ignalinos r.","51","50-54","50-59",198
"Utenos apskr.","Ignalinos r.","52","50-54","50-59",246
"Utenos apskr.","Ignalinos r.","53","50-54","50-59",236
"Utenos apskr.","Ignalinos r.","54","50-54","50-59",223
"Utenos apskr.","Ignalinos r.","55","55-59","50-59",250
"Utenos apskr.","Ignalinos r.","56","55-59","50-59",220
"Utenos apskr.","Ignalinos r.","57","55-59","50-59",299
"Utenos apskr.","Ignalinos r.","58","55-59","50-59",242
"Utenos apskr.","Ignalinos r.","59","55-59","50-59",276
"Utenos apskr.","Ignalinos r.","60","60-64","60-69",271
"Utenos apskr.","Ignalinos r.","61","60-64","60-69",260
"Utenos apskr.","Ignalinos r.","62","60-64","60-69",211
"Utenos apskr.","Ignalinos r.","63","60-64","60-69",237
"Utenos apskr.","Ignalinos r.","64","60-64","60-69",220
"Utenos apskr.","Ignalinos r.","65","65-69","60-69",201
"Utenos apskr.","Ignalinos r.","66","65-69","60-69",214
"Utenos apskr.","Ignalinos r.","67","65-69","60-69",167
"Utenos apskr.","Ignalinos r.","68","65-69","60-69",202
"Utenos apskr.","Ignalinos r.","69","65-69","60-69",200
"Utenos apskr.","Ignalinos r.","70","70-74","70-79",209
"Utenos apskr.","Ignalinos r.","71","70-74","70-79",198
"Utenos apskr.","Ignalinos r.","72","70-74","70-79",180
"Utenos apskr.","Ignalinos r.","73","70-74","70-79",164
"Utenos apskr.","Ignalinos r.","74","70-74","70-79",128
"Utenos apskr.","Ignalinos r.","75","75-79","70-79",162
"Utenos apskr.","Ignalinos r.","76","75-79","70-79",163
"Utenos apskr.","Ignalinos r.","77","75-79","70-79",185
"Utenos apskr.","Ignalinos r.","78","75-79","70-79",178
"Utenos apskr.","Ignalinos r.","79","75-79","70-79",164
"Utenos apskr.","Ignalinos r.","80","80+","80+",169
"Utenos apskr.","Ignalinos r.","81","80+","80+",148
"Utenos apskr.","Ignalinos r.","82","80+","80+",143
"Utenos apskr.","Ignalinos r.","83","80+","80+",127
"Utenos apskr.","Ignalinos r.","84","80+","80+",117
"Utenos apskr.","Ignalinos r.","85 ir vyresni","80+","80+",608
"Utenos apskr.","Molėtų r.","0","0-4","0-9",104
"Utenos apskr.","Molėtų r.","1","0-4","0-9",121
"Utenos apskr.","Molėtų r.","2","0-4","0-9",119
"Utenos apskr.","Molėtų r.","3","0-4","0-9",125
"Utenos apskr.","Molėtų r.","4","0-4","0-9",118
"Utenos apskr.","Molėtų r.","5","5-9","0-9",151
"Utenos apskr.","Molėtų r.","6","5-9","0-9",139
"Utenos apskr.","Molėtų r.","7","5-9","0-9",140
"Utenos apskr.","Molėtų r.","8","5-9","0-9",123
"Utenos apskr.","Molėtų r.","9","5-9","0-9",142
"Utenos apskr.","Molėtų r.","10","10-14","10-19",129
"Utenos apskr.","Molėtų r.","11","10-14","10-19",136
"Utenos apskr.","Molėtų r.","12","10-14","10-19",123
"Utenos apskr.","Molėtų r.","13","10-14","10-19",112
"Utenos apskr.","Molėtų r.","14","10-14","10-19",136
"Utenos apskr.","Molėtų r.","15","15-19","10-19",157
"Utenos apskr.","Molėtų r.","16","15-19","10-19",146
"Utenos apskr.","Molėtų r.","17","15-19","10-19",142
"Utenos apskr.","Molėtų r.","18","15-19","10-19",154
"Utenos apskr.","Molėtų r.","19","15-19","10-19",161
"Utenos apskr.","Molėtų r.","20","20-24","20-29",202
"Utenos apskr.","Molėtų r.","21","20-24","20-29",198
"Utenos apskr.","Molėtų r.","22","20-24","20-29",207
"Utenos apskr.","Molėtų r.","23","20-24","20-29",211
"Utenos apskr.","Molėtų r.","24","20-24","20-29",226
"Utenos apskr.","Molėtų r.","25","25-29","20-29",211
"Utenos apskr.","Molėtų r.","26","25-29","20-29",260
"Utenos apskr.","Molėtų r.","27","25-29","20-29",237
"Utenos apskr.","Molėtų r.","28","25-29","20-29",281
"Utenos apskr.","Molėtų r.","29","25-29","20-29",208
"Utenos apskr.","Molėtų r.","30","30-34","30-39",160
"Utenos apskr.","Molėtų r.","31","30-34","30-39",167
"Utenos apskr.","Molėtų r.","32","30-34","30-39",158
"Utenos apskr.","Molėtų r.","33","30-34","30-39",153
"Utenos apskr.","Molėtų r.","34","30-34","30-39",160
"Utenos apskr.","Molėtų r.","35","35-39","30-39",127
"Utenos apskr.","Molėtų r.","36","35-39","30-39",139
"Utenos apskr.","Molėtų r.","37","35-39","30-39",109
"Utenos apskr.","Molėtų r.","38","35-39","30-39",113
"Utenos apskr.","Molėtų r.","39","35-39","30-39",146
"Utenos apskr.","Molėtų r.","40","40-44","40-49",148
"Utenos apskr.","Molėtų r.","41","40-44","40-49",150
"Utenos apskr.","Molėtų r.","42","40-44","40-49",170
"Utenos apskr.","Molėtų r.","43","40-44","40-49",193
"Utenos apskr.","Molėtų r.","44","40-44","40-49",220
"Utenos apskr.","Molėtų r.","45","45-49","40-49",240
"Utenos apskr.","Molėtų r.","46","45-49","40-49",234
"Utenos apskr.","Molėtų r.","47","45-49","40-49",232
"Utenos apskr.","Molėtų r.","48","45-49","40-49",256
"Utenos apskr.","Molėtų r.","49","45-49","40-49",248
"Utenos apskr.","Molėtų r.","50","50-54","50-59",284
"Utenos apskr.","Molėtų r.","51","50-54","50-59",273
"Utenos apskr.","Molėtų r.","52","50-54","50-59",336
"Utenos apskr.","Molėtų r.","53","50-54","50-59",289
"Utenos apskr.","Molėtų r.","54","50-54","50-59",304
"Utenos apskr.","Molėtų r.","55","55-59","50-59",303
"Utenos apskr.","Molėtų r.","56","55-59","50-59",282
"Utenos apskr.","Molėtų r.","57","55-59","50-59",274
"Utenos apskr.","Molėtų r.","58","55-59","50-59",289
"Utenos apskr.","Molėtų r.","59","55-59","50-59",296
"Utenos apskr.","Molėtų r.","60","60-64","60-69",280
"Utenos apskr.","Molėtų r.","61","60-64","60-69",284
"Utenos apskr.","Molėtų r.","62","60-64","60-69",267
"Utenos apskr.","Molėtų r.","63","60-64","60-69",244
"Utenos apskr.","Molėtų r.","64","60-64","60-69",232
"Utenos apskr.","Molėtų r.","65","65-69","60-69",261
"Utenos apskr.","Molėtų r.","66","65-69","60-69",188
"Utenos apskr.","Molėtų r.","67","65-69","60-69",202
"Utenos apskr.","Molėtų r.","68","65-69","60-69",237
"Utenos apskr.","Molėtų r.","69","65-69","60-69",199
"Utenos apskr.","Molėtų r.","70","70-74","70-79",218
"Utenos apskr.","Molėtų r.","71","70-74","70-79",211
"Utenos apskr.","Molėtų r.","72","70-74","70-79",166
"Utenos apskr.","Molėtų r.","73","70-74","70-79",180
"Utenos apskr.","Molėtų r.","74","70-74","70-79",143
"Utenos apskr.","Molėtų r.","75","75-79","70-79",154
"Utenos apskr.","Molėtų r.","76","75-79","70-79",133
"Utenos apskr.","Molėtų r.","77","75-79","70-79",172
"Utenos apskr.","Molėtų r.","78","75-79","70-79",192
"Utenos apskr.","Molėtų r.","79","75-79","70-79",176
"Utenos apskr.","Molėtų r.","80","80+","80+",168
"Utenos apskr.","Molėtų r.","81","80+","80+",150
"Utenos apskr.","Molėtų r.","82","80+","80+",166
"Utenos apskr.","Molėtų r.","83","80+","80+",136
"Utenos apskr.","Molėtų r.","84","80+","80+",124
"Utenos apskr.","Molėtų r.","85 ir vyresni","80+","80+",621
"Utenos apskr.","Utenos r.","0","0-4","0-9",260
"Utenos apskr.","Utenos r.","1","0-4","0-9",268
"Utenos apskr.","Utenos r.","2","0-4","0-9",300
"Utenos apskr.","Utenos r.","3","0-4","0-9",290
"Utenos apskr.","Utenos r.","4","0-4","0-9",309
"Utenos apskr.","Utenos r.","5","5-9","0-9",307
"Utenos apskr.","Utenos r.","6","5-9","0-9",282
"Utenos apskr.","Utenos r.","7","5-9","0-9",307
"Utenos apskr.","Utenos r.","8","5-9","0-9",296
"Utenos apskr.","Utenos r.","9","5-9","0-9",302
"Utenos apskr.","Utenos r.","10","10-14","10-19",269
"Utenos apskr.","Utenos r.","11","10-14","10-19",314
"Utenos apskr.","Utenos r.","12","10-14","10-19",311
"Utenos apskr.","Utenos r.","13","10-14","10-19",293
"Utenos apskr.","Utenos r.","14","10-14","10-19",294
"Utenos apskr.","Utenos r.","15","15-19","10-19",284
"Utenos apskr.","Utenos r.","16","15-19","10-19",292
"Utenos apskr.","Utenos r.","17","15-19","10-19",308
"Utenos apskr.","Utenos r.","18","15-19","10-19",286
"Utenos apskr.","Utenos r.","19","15-19","10-19",333
"Utenos apskr.","Utenos r.","20","20-24","20-29",340
"Utenos apskr.","Utenos r.","21","20-24","20-29",441
"Utenos apskr.","Utenos r.","22","20-24","20-29",392
"Utenos apskr.","Utenos r.","23","20-24","20-29",415
"Utenos apskr.","Utenos r.","24","20-24","20-29",414
"Utenos apskr.","Utenos r.","25","25-29","20-29",430
"Utenos apskr.","Utenos r.","26","25-29","20-29",418
"Utenos apskr.","Utenos r.","27","25-29","20-29",523
"Utenos apskr.","Utenos r.","28","25-29","20-29",547
"Utenos apskr.","Utenos r.","29","25-29","20-29",455
"Utenos apskr.","Utenos r.","30","30-34","30-39",430
"Utenos apskr.","Utenos r.","31","30-34","30-39",397
"Utenos apskr.","Utenos r.","32","30-34","30-39",352
"Utenos apskr.","Utenos r.","33","30-34","30-39",396
"Utenos apskr.","Utenos r.","34","30-34","30-39",395
"Utenos apskr.","Utenos r.","35","35-39","30-39",421
"Utenos apskr.","Utenos r.","36","35-39","30-39",378
"Utenos apskr.","Utenos r.","37","35-39","30-39",361
"Utenos apskr.","Utenos r.","38","35-39","30-39",383
"Utenos apskr.","Utenos r.","39","35-39","30-39",389
"Utenos apskr.","Utenos r.","40","40-44","40-49",337
"Utenos apskr.","Utenos r.","41","40-44","40-49",396
"Utenos apskr.","Utenos r.","42","40-44","40-49",402
"Utenos apskr.","Utenos r.","43","40-44","40-49",413
"Utenos apskr.","Utenos r.","44","40-44","40-49",444
"Utenos apskr.","Utenos r.","45","45-49","40-49",514
"Utenos apskr.","Utenos r.","46","45-49","40-49",502
"Utenos apskr.","Utenos r.","47","45-49","40-49",496
"Utenos apskr.","Utenos r.","48","45-49","40-49",573
"Utenos apskr.","Utenos r.","49","45-49","40-49",606
"Utenos apskr.","Utenos r.","50","50-54","50-59",589
"Utenos apskr.","Utenos r.","51","50-54","50-59",657
"Utenos apskr.","Utenos r.","52","50-54","50-59",646
"Utenos apskr.","Utenos r.","53","50-54","50-59",605
"Utenos apskr.","Utenos r.","54","50-54","50-59",623
"Utenos apskr.","Utenos r.","55","55-59","50-59",615
"Utenos apskr.","Utenos r.","56","55-59","50-59",670
"Utenos apskr.","Utenos r.","57","55-59","50-59",707
"Utenos apskr.","Utenos r.","58","55-59","50-59",643
"Utenos apskr.","Utenos r.","59","55-59","50-59",700
"Utenos apskr.","Utenos r.","60","60-64","60-69",666
"Utenos apskr.","Utenos r.","61","60-64","60-69",699
"Utenos apskr.","Utenos r.","62","60-64","60-69",605
"Utenos apskr.","Utenos r.","63","60-64","60-69",571
"Utenos apskr.","Utenos r.","64","60-64","60-69",523
"Utenos apskr.","Utenos r.","65","65-69","60-69",524
"Utenos apskr.","Utenos r.","66","65-69","60-69",490
"Utenos apskr.","Utenos r.","67","65-69","60-69",463
"Utenos apskr.","Utenos r.","68","65-69","60-69",478
"Utenos apskr.","Utenos r.","69","65-69","60-69",476
"Utenos apskr.","Utenos r.","70","70-74","70-79",416
"Utenos apskr.","Utenos r.","71","70-74","70-79",462
"Utenos apskr.","Utenos r.","72","70-74","70-79",381
"Utenos apskr.","Utenos r.","73","70-74","70-79",316
"Utenos apskr.","Utenos r.","74","70-74","70-79",324
"Utenos apskr.","Utenos r.","75","75-79","70-79",405
"Utenos apskr.","Utenos r.","76","75-79","70-79",329
"Utenos apskr.","Utenos r.","77","75-79","70-79",346
"Utenos apskr.","Utenos r.","78","75-79","70-79",347
"Utenos apskr.","Utenos r.","79","75-79","70-79",333
"Utenos apskr.","Utenos r.","80","80+","80+",299
"Utenos apskr.","Utenos r.","81","80+","80+",290
"Utenos apskr.","Utenos r.","82","80+","80+",266
"Utenos apskr.","Utenos r.","83","80+","80+",264
"Utenos apskr.","Utenos r.","84","80+","80+",269
"Utenos apskr.","Utenos r.","85 ir vyresni","80+","80+",1219
"Utenos apskr.","Visagino m.","0","0-4","0-9",151
"Utenos apskr.","Visagino m.","1","0-4","0-9",187
"Utenos apskr.","Visagino m.","2","0-4","0-9",180
"Utenos apskr.","Visagino m.","3","0-4","0-9",186
"Utenos apskr.","Visagino m.","4","0-4","0-9",180
"Utenos apskr.","Visagino m.","5","5-9","0-9",206
"Utenos apskr.","Visagino m.","6","5-9","0-9",233
"Utenos apskr.","Visagino m.","7","5-9","0-9",207
"Utenos apskr.","Visagino m.","8","5-9","0-9",196
"Utenos apskr.","Visagino m.","9","5-9","0-9",168
"Utenos apskr.","Visagino m.","10","10-14","10-19",158
"Utenos apskr.","Visagino m.","11","10-14","10-19",191
"Utenos apskr.","Visagino m.","12","10-14","10-19",195
"Utenos apskr.","Visagino m.","13","10-14","10-19",187
"Utenos apskr.","Visagino m.","14","10-14","10-19",163
"Utenos apskr.","Visagino m.","15","15-19","10-19",149
"Utenos apskr.","Visagino m.","16","15-19","10-19",142
"Utenos apskr.","Visagino m.","17","15-19","10-19",158
"Utenos apskr.","Visagino m.","18","15-19","10-19",128
"Utenos apskr.","Visagino m.","19","15-19","10-19",151
"Utenos apskr.","Visagino m.","20","20-24","20-29",138
"Utenos apskr.","Visagino m.","21","20-24","20-29",148
"Utenos apskr.","Visagino m.","22","20-24","20-29",160
"Utenos apskr.","Visagino m.","23","20-24","20-29",144
"Utenos apskr.","Visagino m.","24","20-24","20-29",171
"Utenos apskr.","Visagino m.","25","25-29","20-29",175
"Utenos apskr.","Visagino m.","26","25-29","20-29",167
"Utenos apskr.","Visagino m.","27","25-29","20-29",148
"Utenos apskr.","Visagino m.","28","25-29","20-29",172
"Utenos apskr.","Visagino m.","29","25-29","20-29",126
"Utenos apskr.","Visagino m.","30","30-34","30-39",122
"Utenos apskr.","Visagino m.","31","30-34","30-39",113
"Utenos apskr.","Visagino m.","32","30-34","30-39",81
"Utenos apskr.","Visagino m.","33","30-34","30-39",136
"Utenos apskr.","Visagino m.","34","30-34","30-39",149
"Utenos apskr.","Visagino m.","35","35-39","30-39",179
"Utenos apskr.","Visagino m.","36","35-39","30-39",159
"Utenos apskr.","Visagino m.","37","35-39","30-39",137
"Utenos apskr.","Visagino m.","38","35-39","30-39",105
"Utenos apskr.","Visagino m.","39","35-39","30-39",138
"Utenos apskr.","Visagino m.","40","40-44","40-49",140
"Utenos apskr.","Visagino m.","41","40-44","40-49",142
"Utenos apskr.","Visagino m.","42","40-44","40-49",180
"Utenos apskr.","Visagino m.","43","40-44","40-49",152
"Utenos apskr.","Visagino m.","44","40-44","40-49",167
"Utenos apskr.","Visagino m.","45","45-49","40-49",191
"Utenos apskr.","Visagino m.","46","45-49","40-49",189
"Utenos apskr.","Visagino m.","47","45-49","40-49",226
"Utenos apskr.","Visagino m.","48","45-49","40-49",222
"Utenos apskr.","Visagino m.","49","45-49","40-49",229
"Utenos apskr.","Visagino m.","50","50-54","50-59",252
"Utenos apskr.","Visagino m.","51","50-54","50-59",240
"Utenos apskr.","Visagino m.","52","50-54","50-59",242
"Utenos apskr.","Visagino m.","53","50-54","50-59",245
"Utenos apskr.","Visagino m.","54","50-54","50-59",283
"Utenos apskr.","Visagino m.","55","55-59","50-59",318
"Utenos apskr.","Visagino m.","56","55-59","50-59",338
"Utenos apskr.","Visagino m.","57","55-59","50-59",405
"Utenos apskr.","Visagino m.","58","55-59","50-59",446
"Utenos apskr.","Visagino m.","59","55-59","50-59",524
"Utenos apskr.","Visagino m.","60","60-64","60-69",531
"Utenos apskr.","Visagino m.","61","60-64","60-69",550
"Utenos apskr.","Visagino m.","62","60-64","60-69",580
"Utenos apskr.","Visagino m.","63","60-64","60-69",473
"Utenos apskr.","Visagino m.","64","60-64","60-69",492
"Utenos apskr.","Visagino m.","65","65-69","60-69",410
"Utenos apskr.","Visagino m.","66","65-69","60-69",370
"Utenos apskr.","Visagino m.","67","65-69","60-69",347
"Utenos apskr.","Visagino m.","68","65-69","60-69",296
"Utenos apskr.","Visagino m.","69","65-69","60-69",298
"Utenos apskr.","Visagino m.","70","70-74","70-79",265
"Utenos apskr.","Visagino m.","71","70-74","70-79",241
"Utenos apskr.","Visagino m.","72","70-74","70-79",226
"Utenos apskr.","Visagino m.","73","70-74","70-79",176
"Utenos apskr.","Visagino m.","74","70-74","70-79",133
"Utenos apskr.","Visagino m.","75","75-79","70-79",100
"Utenos apskr.","Visagino m.","76","75-79","70-79",92
"Utenos apskr.","Visagino m.","77","75-79","70-79",71
"Utenos apskr.","Visagino m.","78","75-79","70-79",88
"Utenos apskr.","Visagino m.","79","75-79","70-79",116
"Utenos apskr.","Visagino m.","80","80+","80+",126
"Utenos apskr.","Visagino m.","81","80+","80+",126
"Utenos apskr.","Visagino m.","82","80+","80+",136
"Utenos apskr.","Visagino m.","83","80+","80+",111
"Utenos apskr.","Visagino m.","84","80+","80+",69
"Utenos apskr.","Visagino m.","85 ir vyresni","80+","80+",196
"Utenos apskr.","Zarasų r.","0","0-4","0-9",118
"Utenos apskr.","Zarasų r.","1","0-4","0-9",102
"Utenos apskr.","Zarasų r.","2","0-4","0-9",93
"Utenos apskr.","Zarasų r.","3","0-4","0-9",114
"Utenos apskr.","Zarasų r.","4","0-4","0-9",123
"Utenos apskr.","Zarasų r.","5","5-9","0-9",115
"Utenos apskr.","Zarasų r.","6","5-9","0-9",143
"Utenos apskr.","Zarasų r.","7","5-9","0-9",117
"Utenos apskr.","Zarasų r.","8","5-9","0-9",148
"Utenos apskr.","Zarasų r.","9","5-9","0-9",127
"Utenos apskr.","Zarasų r.","10","10-14","10-19",118
"Utenos apskr.","Zarasų r.","11","10-14","10-19",120
"Utenos apskr.","Zarasų r.","12","10-14","10-19",122
"Utenos apskr.","Zarasų r.","13","10-14","10-19",113
"Utenos apskr.","Zarasų r.","14","10-14","10-19",139
"Utenos apskr.","Zarasų r.","15","15-19","10-19",139
"Utenos apskr.","Zarasų r.","16","15-19","10-19",111
"Utenos apskr.","Zarasų r.","17","15-19","10-19",136
"Utenos apskr.","Zarasų r.","18","15-19","10-19",125
"Utenos apskr.","Zarasų r.","19","15-19","10-19",153
"Utenos apskr.","Zarasų r.","20","20-24","20-29",175
"Utenos apskr.","Zarasų r.","21","20-24","20-29",164
"Utenos apskr.","Zarasų r.","22","20-24","20-29",160
"Utenos apskr.","Zarasų r.","23","20-24","20-29",170
"Utenos apskr.","Zarasų r.","24","20-24","20-29",169
"Utenos apskr.","Zarasų r.","25","25-29","20-29",172
"Utenos apskr.","Zarasų r.","26","25-29","20-29",183
"Utenos apskr.","Zarasų r.","27","25-29","20-29",187
"Utenos apskr.","Zarasų r.","28","25-29","20-29",198
"Utenos apskr.","Zarasų r.","29","25-29","20-29",171
"Utenos apskr.","Zarasų r.","30","30-34","30-39",163
"Utenos apskr.","Zarasų r.","31","30-34","30-39",122
"Utenos apskr.","Zarasų r.","32","30-34","30-39",99
"Utenos apskr.","Zarasų r.","33","30-34","30-39",131
"Utenos apskr.","Zarasų r.","34","30-34","30-39",109
"Utenos apskr.","Zarasų r.","35","35-39","30-39",104
"Utenos apskr.","Zarasų r.","36","35-39","30-39",85
"Utenos apskr.","Zarasų r.","37","35-39","30-39",108
"Utenos apskr.","Zarasų r.","38","35-39","30-39",93
"Utenos apskr.","Zarasų r.","39","35-39","30-39",92
"Utenos apskr.","Zarasų r.","40","40-44","40-49",110
"Utenos apskr.","Zarasų r.","41","40-44","40-49",127
"Utenos apskr.","Zarasų r.","42","40-44","40-49",147
"Utenos apskr.","Zarasų r.","43","40-44","40-49",144
